c,1,44,71,1,43,1,43,
c,1,44,72,1,43,1,43,
c,1,71,72,1,43,1,43,
c,1,26,31,1,42,1,42,
c,2,45,56,1,27,1,27,
c,4,32,74,1,46,1,46,
c,9,6,87,1,52,1,52,
c,9,30,39,1,52,1,52,
c,9,30,71,1,52,1,52,
c,9,39,71,1,52,1,52,
c,10,57,86,1,43,1,43,
c,11,1,80,1,40,1,40,
c,1,71,72,3,45,3,45,
c,9,30,39,3,54,3,54,
c,9,39,71,3,54,3,54,
c,10,13,81,2,43,2,32,
