java,1,13,66,19,27,7,12,
java,1,14,56,56,61,26,30,
java,1,14,99,56,61,32,37,
java,1,56,99,26,30,32,37,
java,1,36,81,22,31,26,31,
java,1,2,9,63,72,79,83,
java,1,2,81,63,72,27,31,
java,1,2,93,63,72,25,30,
java,1,9,81,79,83,27,31,
java,1,9,93,79,83,25,30,
java,1,81,93,27,31,25,30,
java,1,27,88,14,27,295,305,
java,1,41,69,26,35,37,45,
java,1,6,84,23,30,102,109,
java,1,30,68,48,57,51,57,
java,1,8,88,25,31,301,309,
java,1,16,23,21,27,66,75,
java,1,16,28,21,27,30,36,
java,1,16,81,21,27,23,30,
java,1,23,28,66,75,30,36,
java,1,23,81,66,75,23,30,
java,1,28,81,30,36,23,30,
java,1,41,73,24,30,30,34,
java,1,22,24,128,138,104,114,
java,1,9,26,78,83,84,91,
java,1,1,34,26,53,25,52,
java,1,1,47,26,53,25,52,
java,1,34,47,25,52,25,52,
java,1,22,99,47,51,41,47,
java,1,24,48,29,34,27,32,
java,1,24,58,29,34,58,63,
java,1,24,74,29,34,17,22,
java,1,24,95,29,34,24,29,
java,1,48,58,27,32,58,63,
java,1,48,74,27,32,17,22,
java,1,48,95,27,32,24,29,
java,1,58,74,58,63,17,22,
java,1,58,95,58,63,24,29,
java,1,74,95,17,22,24,29,
java,1,36,92,29,36,33,40,
java,1,43,66,58,63,10,13,
java,1,43,77,58,63,21,25,
java,1,66,77,10,13,21,25,
java,1,66,77,10,13,22,25,
java,1,10,12,58,63,47,52,
java,1,10,36,58,63,23,27,
java,1,10,52,58,63,27,33,
java,1,10,69,58,63,41,45,
java,1,10,75,58,63,23,28,
java,1,10,91,58,63,15,20,
java,1,10,93,58,63,20,29,
java,1,12,36,47,52,23,27,
java,1,12,52,47,52,27,33,
java,1,12,69,47,52,41,45,
java,1,12,75,47,52,23,28,
java,1,12,91,47,52,15,20,
java,1,12,93,47,52,20,29,
java,1,36,52,23,27,27,33,
java,1,36,69,23,27,41,45,
java,1,36,75,23,27,23,28,
java,1,36,91,23,27,15,20,
java,1,36,93,23,27,20,29,
java,1,52,69,27,33,41,45,
java,1,52,75,27,33,23,28,
java,1,52,91,27,33,15,20,
java,1,52,93,27,33,20,29,
java,1,69,75,41,45,23,28,
java,1,69,91,41,45,15,20,
java,1,69,93,41,45,20,29,
java,1,75,91,23,28,15,20,
java,1,75,93,23,28,20,29,
java,1,91,93,15,20,20,29,
java,1,21,74,21,25,13,16,
java,1,76,100,14,21,9,14,
java,1,5,22,7,10,97,100,
java,1,5,40,7,10,91,94,
java,1,5,75,7,10,68,71,
java,1,5,81,7,10,77,80,
java,1,22,40,97,100,91,94,
java,1,22,75,97,100,68,71,
java,1,22,81,97,100,77,80,
java,1,40,75,91,94,68,71,
java,1,40,81,91,94,77,80,
java,1,75,81,68,71,77,80,
java,1,7,12,17,20,49,52,
java,1,7,39,17,20,117,120,
java,1,7,52,17,20,30,33,
java,1,7,70,17,20,12,16,
java,1,7,76,17,20,12,16,
java,1,7,89,17,20,113,116,
java,1,12,39,49,52,117,120,
java,1,12,52,49,52,30,33,
java,1,12,70,49,52,12,16,
java,1,12,76,49,52,12,16,
java,1,12,89,49,52,113,116,
java,1,39,52,117,120,30,33,
java,1,39,70,117,120,12,16,
java,1,39,76,117,120,12,16,
java,1,39,89,117,120,113,116,
java,1,52,70,30,33,12,16,
java,1,52,76,30,33,12,16,
java,1,52,89,30,33,113,116,
java,1,70,76,12,16,12,16,
java,1,70,89,12,16,113,116,
java,1,76,89,12,16,113,116,
java,1,5,7,25,28,25,28,
java,1,5,10,25,28,60,63,
java,1,5,12,25,28,50,53,
java,1,5,21,25,28,32,35,
java,1,5,23,25,28,72,75,
java,1,5,24,25,28,31,34,
java,1,5,29,25,28,30,33,
java,1,5,32,25,28,35,38,
java,1,5,36,25,28,31,34,
java,1,5,38,25,28,13,17,
java,1,5,39,25,28,118,121,
java,1,5,44,25,28,72,75,
java,1,5,45,25,28,46,49,
java,1,5,48,25,28,29,32,
java,1,5,52,25,28,31,34,
java,1,5,58,25,28,60,63,
java,1,5,61,25,28,46,49,
java,1,5,63,25,28,31,34,
java,1,5,65,25,28,107,110,
java,1,5,69,25,28,42,45,
java,1,5,70,25,28,19,23,
java,1,5,74,25,28,19,22,
java,1,5,76,25,28,21,24,
java,1,5,83,25,28,22,26,
java,1,5,91,25,28,17,20,
java,1,5,92,25,28,34,37,
java,1,5,93,25,28,25,29,
java,1,5,95,25,28,26,29,
java,1,5,97,25,28,51,54,
java,1,5,99,25,28,44,47,
java,1,7,10,25,28,60,63,
java,1,7,21,25,28,32,35,
java,1,7,22,25,28,48,51,
java,1,7,23,25,28,72,75,
java,1,7,24,25,28,31,34,
java,1,7,29,25,28,30,33,
java,1,7,32,25,28,35,38,
java,1,7,36,25,28,31,34,
java,1,7,38,25,28,13,17,
java,1,7,44,25,28,72,75,
java,1,7,45,25,28,46,49,
java,1,7,48,25,28,29,32,
java,1,7,58,25,28,60,63,
java,1,7,61,25,28,46,49,
java,1,7,63,25,28,31,34,
java,1,7,65,25,28,107,110,
java,1,7,69,25,28,42,45,
java,1,7,74,25,28,19,22,
java,1,7,75,25,28,25,28,
java,1,7,81,25,28,27,30,
java,1,7,83,25,28,22,26,
java,1,7,91,25,28,17,20,
java,1,7,92,25,28,34,37,
java,1,7,93,25,28,25,29,
java,1,7,95,25,28,26,29,
java,1,7,97,25,28,51,54,
java,1,7,99,25,28,44,47,
java,1,10,12,60,63,50,53,
java,1,10,21,60,63,32,35,
java,1,10,22,60,63,48,51,
java,1,10,23,60,63,72,75,
java,1,10,24,60,63,31,34,
java,1,10,29,60,63,30,33,
java,1,10,32,60,63,35,38,
java,1,10,38,60,63,13,17,
java,1,10,39,60,63,118,121,
java,1,10,44,60,63,72,75,
java,1,10,45,60,63,46,49,
java,1,10,48,60,63,29,32,
java,1,10,52,60,63,31,34,
java,1,10,58,60,63,60,63,
java,1,10,61,60,63,46,49,
