Study-object,Files,Methods,Files,Methods,LevenDistance
2,63,min.txt-2,02,main.txt,90,
2,63,min.txt-2,64,f.txt,67,
2,63,min.txt-2,31,min.txt,28,
2,63,min.txt-2,22,main.txt,87,
2,63,min.txt-2,71,main.txt,94,
2,63,min.txt-2,95,main.txt,89,
2,63,min.txt-2,92,calculate_strokes.txt,73,
2,63,min.txt-2.100,main.txt,91,
2,63,min.txt-2,88,get_column_space.txt,85,
2,63,min.txt-2,92,main.txt,87,
2,63,min.txt-2,13,main.txt,94,
2,63,min.txt-2,82,main.txt,69,
2,63,min.txt-2,68,calnoerrprob.txt,60,
2,63,min.txt-2,03,product.txt,64,
2,63,min.txt-2,54,main.txt,90,
2,63,min.txt-2,11,main.txt,92,
2,63,min.txt-2,28,keep_typing.txt,48,
2,45,main.txt-2,93,main.txt,50,
2,45,main.txt-2,64,main.txt,23,
2,45,main.txt-2,81,main.txt,55,
2,45,main.txt-2,37,dbcmp.txt,78,
2,45,main.txt-2,91,get_probs.txt,80,
2,45,main.txt-2,02,main.txt,45,
2,45,main.txt-2,64,f.txt,73,
2,45,main.txt-2,31,min.txt,87,
2,45,main.txt-2,22,main.txt,23,
2,45,main.txt-2,71,main.txt,53,
2,45,main.txt-2,95,main.txt,25,
2,45,main.txt-2,92,calculate_strokes.txt,75,
2,45,main.txt-2.100,main.txt,33,
2,45,main.txt-2,88,get_column_space.txt,60,
2,45,main.txt-2,92,main.txt,31,
2,45,main.txt-2,13,main.txt,60,
2,45,main.txt-2,82,main.txt,70,
2,45,main.txt-2,68,calnoerrprob.txt,78,
2,45,main.txt-2,03,product.txt,75,
2,45,main.txt-2,54,main.txt,28,
2,45,main.txt-2,11,main.txt,42,
2,45,main.txt-2,28,keep_typing.txt,86,
2,45,main.txt-2,63,min.txt,89,
2,48,read_int_array.txt-2,93,main.txt,64,
2,48,read_int_array.txt-2,64,main.txt,61,
2,48,read_int_array.txt-2,81,main.txt,66,
2,48,read_int_array.txt-2,37,dbcmp.txt,76,
2,48,read_int_array.txt-2,91,get_probs.txt,77,
2,48,read_int_array.txt-2,02,main.txt,55,
2,48,read_int_array.txt-2,64,f.txt,72,
2,48,read_int_array.txt-2,31,min.txt,86,
2,48,read_int_array.txt-2,22,main.txt,62,
2,48,read_int_array.txt-2,71,main.txt,67,
2,48,read_int_array.txt-2,95,main.txt,62,
2,48,read_int_array.txt-2,92,calculate_strokes.txt,72,
2,48,read_int_array.txt-2.100,main.txt,61,
2,48,read_int_array.txt-2,88,get_column_space.txt,56,
2,48,read_int_array.txt-2,92,main.txt,68,
2,48,read_int_array.txt-2,13,main.txt,67,
2,48,read_int_array.txt-2,82,main.txt,72,
2,48,read_int_array.txt-2,68,calnoerrprob.txt,76,
2,48,read_int_array.txt-2,03,product.txt,75,
2,48,read_int_array.txt-2,54,main.txt,61,
2,48,read_int_array.txt-2,11,main.txt,62,
2,48,read_int_array.txt-2,28,keep_typing.txt,85,
2,48,read_int_array.txt-2,63,min.txt,88,
2,48,read_int_array.txt-2,45,main.txt,62,
2,88,main.txt-2,93,main.txt,46,
2,88,main.txt-2,64,main.txt,52,
2,88,main.txt-2,81,main.txt,72,
2,88,main.txt-2,37,dbcmp.txt,86,
2,88,main.txt-2,91,get_probs.txt,88,
2,88,main.txt-2,02,main.txt,54,
2,88,main.txt-2,64,f.txt,83,
2,88,main.txt-2,31,min.txt,92,
2,88,main.txt-2,22,main.txt,53,
2,88,main.txt-2,71,main.txt,41,
2,88,main.txt-2,95,main.txt,50,
2,88,main.txt-2,92,calculate_strokes.txt,84,
2,88,main.txt-2.100,main.txt,46,
2,88,main.txt-2,88,get_column_space.txt,69,
2,88,main.txt-2,92,main.txt,57,
2,88,main.txt-2,13,main.txt,55,
2,88,main.txt-2,82,main.txt,82,
2,88,main.txt-2,68,calnoerrprob.txt,86,
2,88,main.txt-2,03,product.txt,84,
2,88,main.txt-2,54,main.txt,46,
2,88,main.txt-2,11,main.txt,47,
2,88,main.txt-2,28,keep_typing.txt,91,
2,88,main.txt-2,63,min.txt,93,
2,88,main.txt-2,45,main.txt,47,
2,88,main.txt-2,48,read_int_array.txt,63,
2,60,main.txt-2,93,main.txt,48,
2,60,main.txt-2,64,main.txt,39,
2,60,main.txt-2,81,main.txt,67,
2,60,main.txt-2,37,dbcmp.txt,81,
2,60,main.txt-2,91,get_probs.txt,83,
2,60,main.txt-2,02,main.txt,51,
2,60,main.txt-2,64,f.txt,76,
2,60,main.txt-2,31,min.txt,89,
2,60,main.txt-2,22,main.txt,42,
2,60,main.txt-2,71,main.txt,52,
2,60,main.txt-2,95,main.txt,36,
2,60,main.txt-2,92,calculate_strokes.txt,78,
2,60,main.txt-2.100,main.txt,43,
2,60,main.txt-2,88,get_column_space.txt,63,
2,60,main.txt-2,92,main.txt,46,
2,60,main.txt-2,13,main.txt,57,
2,60,main.txt-2,82,main.txt,75,
2,60,main.txt-2,68,calnoerrprob.txt,82,
2,60,main.txt-2,03,product.txt,79,
2,60,main.txt-2,54,main.txt,35,
2,60,main.txt-2,11,main.txt,47,
2,60,main.txt-2,28,keep_typing.txt,88,
2,60,main.txt-2,63,min.txt,91,
2,60,main.txt-2,45,main.txt,38,
2,60,main.txt-2,48,read_int_array.txt,61,
2,60,main.txt-2,88,main.txt,46,
2,53,main.txt-2,93,main.txt,50,
2,53,main.txt-2,64,main.txt,47,
2,53,main.txt-2,81,main.txt,65,
2,53,main.txt-2,37,dbcmp.txt,85,
2,53,main.txt-2,91,get_probs.txt,86,
2,53,main.txt-2,02,main.txt,43,
2,53,main.txt-2,64,f.txt,82,
2,53,main.txt-2,31,min.txt,91,
2,53,main.txt-2,22,main.txt,50,
2,53,main.txt-2,71,main.txt,39,
2,53,main.txt-2,95,main.txt,47,
2,53,main.txt-2,92,calculate_strokes.txt,83,
2,53,main.txt-2.100,main.txt,52,
2,53,main.txt-2,88,get_column_space.txt,66,
2,53,main.txt-2,92,main.txt,53,
2,53,main.txt-2,13,main.txt,41,
2,53,main.txt-2,82,main.txt,80,
2,53,main.txt-2,68,calnoerrprob.txt,85,
2,53,main.txt-2,03,product.txt,82,
2,53,main.txt-2,54,main.txt,48,
2,53,main.txt-2,11,main.txt,38,
2,53,main.txt-2,28,keep_typing.txt,91,
2,53,main.txt-2,63,min.txt,93,
2,53,main.txt-2,45,main.txt,46,
2,53,main.txt-2,48,read_int_array.txt,62,
2,53,main.txt-2,88,main.txt,49,
2,53,main.txt-2,60,main.txt,53,
2,24,main.txt-2,93,main.txt,43,
2,24,main.txt-2,64,main.txt,50,
2,24,main.txt-2,81,main.txt,71,
2,24,main.txt-2,37,dbcmp.txt,85,
2,24,main.txt-2,91,get_probs.txt,87,
2,24,main.txt-2,02,main.txt,54,
2,24,main.txt-2,64,f.txt,83,
2,24,main.txt-2,31,min.txt,92,
2,24,main.txt-2,22,main.txt,52,
2,24,main.txt-2,71,main.txt,35,
2,24,main.txt-2,95,main.txt,47,
2,24,main.txt-2,92,calculate_strokes.txt,84,
2,24,main.txt-2.100,main.txt,48,
2,24,main.txt-2,88,get_column_space.txt,68,
2,24,main.txt-2,92,main.txt,53,
2,24,main.txt-2,13,main.txt,48,
2,24,main.txt-2,82,main.txt,82,
2,24,main.txt-2,68,calnoerrprob.txt,86,
2,24,main.txt-2,03,product.txt,84,
2,24,main.txt-2,54,main.txt,40,
2,24,main.txt-2,11,main.txt,41,
2,24,main.txt-2,28,keep_typing.txt,91,
2,24,main.txt-2,63,min.txt,93,
2,24,main.txt-2,45,main.txt,47,
2,24,main.txt-2,48,read_int_array.txt,64,
2,24,main.txt-2,88,main.txt,43,
2,24,main.txt-2,60,main.txt,45,
2,24,main.txt-2,53,main.txt,41,
2,42,func.txt-2,93,main.txt,67,
2,42,func.txt-2,64,main.txt,53,
2,42,func.txt-2,81,main.txt,62,
2,42,func.txt-2,37,dbcmp.txt,71,
2,42,func.txt-2,91,get_probs.txt,74,
2,42,func.txt-2,02,main.txt,61,
2,42,func.txt-2,64,f.txt,61,
2,42,func.txt-2,31,min.txt,81,
2,42,func.txt-2,22,main.txt,52,
2,42,func.txt-2,71,main.txt,69,
2,42,func.txt-2,95,main.txt,52,
2,42,func.txt-2,92,calculate_strokes.txt,65,
2,42,func.txt-2.100,main.txt,58,
2,42,func.txt-2,88,get_column_space.txt,57,
2,42,func.txt-2,92,main.txt,55,
