Study-obejct,Files,Methods,Files,Methods,LevenDistance
10,46,main.txt-10,06,nor.txt,60,
10,46,main.txt-10,42,main.txt,82,
10,46,main.txt-10,51,main.txt,77,
10,46,main.txt-10,74,main.txt,67,
10,46,main.txt-10,61,main.txt,83,
10,46,main.txt-10,34,calcnum.txt,75,
10,46,main.txt-10,73,main.txt,63,
10,46,main.txt-10,63,main.txt,73,
10,46,main.txt-10,39,main.txt,88,
10,46,main.txt-10,91,main.txt,84,
10,46,main.txt-10,83,solve_all.txt,43,
10,46,main.txt-10,94,fact.txt,45,
10,46,main.txt-10,82,main.txt,78,
10,46,main.txt-10,94,main.txt,87,
10,46,main.txt-10,67,main.txt,73,
10,46,main.txt-10,98,main.txt,83,
10,46,main.txt-10,32,leastnots.txt,49,
10,46,main.txt-10,65,handlecase.txt,60,
10,46,main.txt-10,45,_parse_line.txt,81,
10,46,main.txt-10,37,main.txt,66,
10,46,main.txt-10,43,ans.txt,81,
10,46,main.txt-10,83,read_one_line_and_solve.txt,68,
10,46,main.txt-10,11,produce_output.txt,63,
10,46,main.txt-10,81,main.txt,79,
10,46,main.txt-10,12,main.txt,89,
10,46,main.txt-10,23,main.txt,89,
10,46,main.txt-10,30,main.txt,76,
10,46,main.txt-10.100,main.txt,78,
10,46,main.txt-10,23,dp.txt,86,
10,46,main.txt-10,47,main.txt,62,
10,46,main.txt-10,25,main.txt,82,
10,46,main.txt-10,43,main.txt,72,
10,46,main.txt-10,94,npr.txt,68,
10,46,main.txt-10,52,result.txt,60,
10,46,main.txt-10,10,main.txt,88,
10,46,main.txt-10,88,main.txt,3,
10,46,main.txt-10,07,main.txt,72,
10,46,main.txt-10,70,max.txt,68,
10,46,main.txt-10,33,main.txt,79,
10,41,main.txt-10,45,main.txt,53,
10,41,main.txt-10,09,main.txt,63,
10,41,main.txt-10,72,main.txt,31,
10,41,main.txt-10,60,culculate.txt,49,
10,41,main.txt-10,11,score_breakup.txt,70,
10,41,main.txt-10,60,output.txt,76,
10,41,main.txt-10,76,main.txt,38,
10,41,main.txt-10,79,main.txt,34,
10,41,main.txt-10,85,main.txt,69,
10,41,main.txt-10,06,main.txt,38,
10,41,main.txt-10,32,main.txt,44,
10,41,main.txt-10,45,_get_result.txt,47,
10,41,main.txt-10,06,sup.txt,82,
10,41,main.txt-10,97,main.txt,37,
10,41,main.txt-10,19,main.txt,19,
10,41,main.txt-10,89,main.txt,32,
10,41,main.txt-10,36,main.txt,45,
10,41,main.txt-10,80,main.txt,31,
10,41,main.txt-10,84,main.txt,45,
10,41,main.txt-10,18,main.txt,47,
10,41,main.txt-10,93,main.txt,55,
10,41,main.txt-10,20,main.txt,57,
10,41,main.txt-10,28,main.txt,50,
10,41,main.txt-10,57,main.txt,44,
10,41,main.txt-10,61,initarreglos.txt,71,
10,41,main.txt-10,06,nor.txt,78,
10,41,main.txt-10,42,main.txt,55,
10,41,main.txt-10,51,main.txt,38,
10,41,main.txt-10,74,main.txt,22,
10,41,main.txt-10,61,main.txt,51,
10,41,main.txt-10,34,calcnum.txt,51,
10,41,main.txt-10,73,main.txt,23,
10,41,main.txt-10,63,main.txt,37,
10,41,main.txt-10,39,main.txt,64,
10,41,main.txt-10,91,main.txt,53,
10,41,main.txt-10,83,solve_all.txt,67,
10,41,main.txt-10,94,fact.txt,79,
10,41,main.txt-10,82,main.txt,42,
10,41,main.txt-10,94,main.txt,61,
10,41,main.txt-10,67,main.txt,27,
10,41,main.txt-10,98,main.txt,53,
10,41,main.txt-10,32,leastnots.txt,80,
10,41,main.txt-10,65,handlecase.txt,50,
10,41,main.txt-10,45,_parse_line.txt,59,
10,41,main.txt-10,37,main.txt,22,
10,41,main.txt-10,43,ans.txt,58,
10,41,main.txt-10,83,read_one_line_and_solve.txt,60,
10,41,main.txt-10,11,produce_output.txt,77,
10,41,main.txt-10,81,main.txt,41,
10,41,main.txt-10,12,main.txt,69,
10,41,main.txt-10,23,main.txt,70,
10,41,main.txt-10,30,main.txt,33,
10,41,main.txt-10.100,main.txt,38,
10,41,main.txt-10,23,dp.txt,63,
10,41,main.txt-10,47,main.txt,27,
10,41,main.txt-10,25,main.txt,47,
10,41,main.txt-10,43,main.txt,30,
10,41,main.txt-10,94,npr.txt,87,
10,41,main.txt-10,52,result.txt,55,
10,41,main.txt-10,10,main.txt,65,
10,41,main.txt-10,88,main.txt,68,
10,41,main.txt-10,07,main.txt,45,
10,41,main.txt-10,70,max.txt,89,
10,41,main.txt-10,33,main.txt,45,
10,41,main.txt-10,46,main.txt,68,
10,21,main1.txt-10,45,main.txt,64,
10,21,main1.txt-10,09,main.txt,60,
10,21,main1.txt-10,72,main.txt,44,
10,21,main1.txt-10,60,culculate.txt,65,
10,21,main1.txt-10,11,score_breakup.txt,79,
10,21,main1.txt-10,60,output.txt,85,
10,21,main1.txt-10,76,main.txt,36,
10,21,main1.txt-10,79,main.txt,47,
10,21,main1.txt-10,85,main.txt,64,
10,21,main1.txt-10,06,main.txt,47,
10,21,main1.txt-10,32,main.txt,47,
10,21,main1.txt-10,45,_get_result.txt,61,
10,21,main1.txt-10,06,sup.txt,88,
10,21,main1.txt-10,97,main.txt,51,
10,21,main1.txt-10,19,main.txt,52,
10,21,main1.txt-10,89,main.txt,50,
10,21,main1.txt-10,36,main.txt,54,
10,21,main1.txt-10,80,main.txt,54,
10,21,main1.txt-10,84,main.txt,49,
10,21,main1.txt-10,18,main.txt,55,
10,21,main1.txt-10,93,main.txt,54,
10,21,main1.txt-10,20,main.txt,50,
10,21,main1.txt-10,28,main.txt,48,
10,21,main1.txt-10,57,main.txt,50,
10,21,main1.txt-10,61,initarreglos.txt,79,
10,21,main1.txt-10,06,nor.txt,85,
10,21,main1.txt-10,42,main.txt,56,
10,21,main1.txt-10,51,main.txt,51,
10,21,main1.txt-10,74,main.txt,50,
10,21,main1.txt-10,61,main.txt,49,
10,21,main1.txt-10,34,calcnum.txt,57,
10,21,main1.txt-10,73,main.txt,55,
10,21,main1.txt-10,63,main.txt,52,
10,21,main1.txt-10,39,main.txt,57,
10,21,main1.txt-10,91,main.txt,45,
10,21,main1.txt-10,83,solve_all.txt,79,
10,21,main1.txt-10,94,fact.txt,86,
10,21,main1.txt-10,82,main.txt,53,
10,21,main1.txt-10,94,main.txt,49,
10,21,main1.txt-10,67,main.txt,41,
10,21,main1.txt-10,98,main.txt,48,
10,21,main1.txt-10,32,leastnots.txt,88,
10,21,main1.txt-10,65,handlecase.txt,62,
10,21,main1.txt-10,45,_parse_line.txt,51,
10,21,main1.txt-10,37,main.txt,51,
10,21,main1.txt-10,43,ans.txt,59,
10,21,main1.txt-10,83,read_one_line_and_solve.txt,66,
10,21,main1.txt-10,11,produce_output.txt,83,
10,21,main1.txt-10,81,main.txt,48,
10,21,main1.txt-10,12,main.txt,64,
10,21,main1.txt-10,23,main.txt,63,
10,21,main1.txt-10,30,main.txt,44,
10,21,main1.txt-10.100,main.txt,49,
10,21,main1.txt-10,23,dp.txt,67,
10,21,main1.txt-10,47,main.txt,56,
10,21,main1.txt-10,25,main.txt,54,
10,21,main1.txt-10,43,main.txt,46,
10,21,main1.txt-10,94,npr.txt,90,
10,21,main1.txt-10,52,result.txt,70,
10,21,main1.txt-10,10,main.txt,62,
10,21,main1.txt-10,88,main.txt,81,
10,21,main1.txt-10,07,main.txt,52,
10,21,main1.txt-10,70,max.txt,92,
10,21,main1.txt-10,33,main.txt,51,
10,21,main1.txt-10,46,main.txt,81,
10,21,main1.txt-10,41,main.txt,49,
10,11,main.txt-10,45,main.txt,47,
10,11,main.txt-10,09,main.txt,75,
10,11,main.txt-10,72,main.txt,60,
10,11,main.txt-10,60,culculate.txt,66,
10,11,main.txt-10,11,score_breakup.txt,72,
10,11,main.txt-10,60,output.txt,67,
10,11,main.txt-10,76,main.txt,64,
10,11,main.txt-10,79,main.txt,55,
10,11,main.txt-10,85,main.txt,79,
10,11,main.txt-10,06,main.txt,61,
10,11,main.txt-10,32,main.txt,55,
10,11,main.txt-10,45,_get_result.txt,66,
10,11,main.txt-10,06,sup.txt,80,
10,11,main.txt-10,97,main.txt,52,
10,11,main.txt-10,19,main.txt,56,
10,11,main.txt-10,89,main.txt,61,
10,11,main.txt-10,36,main.txt,50,
10,11,main.txt-10,80,main.txt,46,
10,11,main.txt-10,84,main.txt,60,
10,11,main.txt-10,18,main.txt,63,
10,11,main.txt-10,93,main.txt,68,
10,11,main.txt-10,20,main.txt,75,
10,11,main.txt-10,28,main.txt,72,
10,11,main.txt-10,57,main.txt,57,
10,11,main.txt-10,61,initarreglos.txt,74,
10,11,main.txt-10,06,nor.txt,77,
10,11,main.txt-10,42,main.txt,64,
10,11,main.txt-10,51,main.txt,56,
10,11,main.txt-10,74,main.txt,51,
10,11,main.txt-10,61,main.txt,69,
10,11,main.txt-10,34,calcnum.txt,67,
10,11,main.txt-10,73,main.txt,54,
10,11,main.txt-10,63,main.txt,56,
10,11,main.txt-10,39,main.txt,76,
10,11,main.txt-10,91,main.txt,72,
10,11,main.txt-10,83,solve_all.txt,62,
10,11,main.txt-10,94,fact.txt,75,
10,11,main.txt-10,82,main.txt,54,
10,11,main.txt-10,94,main.txt,73,
10,11,main.txt-10,67,main.txt,57,
10,11,main.txt-10,98,main.txt,70,
10,11,main.txt-10,32,leastnots.txt,77,
10,11,main.txt-10,65,handlecase.txt,62,
10,11,main.txt-10,45,_parse_line.txt,69,
10,11,main.txt-10,37,main.txt,50,
10,11,main.txt-10,43,ans.txt,73,
10,11,main.txt-10,83,read_one_line_and_solve.txt,56,
10,11,main.txt-10,11,produce_output.txt,73,
10,11,main.txt-10,81,main.txt,64,
10,11,main.txt-10,12,main.txt,79,
10,11,main.txt-10,23,main.txt,78,
10,11,main.txt-10,30,main.txt,63,
10,11,main.txt-10.100,main.txt,62,
10,11,main.txt-10,23,dp.txt,75,
10,11,main.txt-10,47,main.txt,51,
10,11,main.txt-10,25,main.txt,63,
10,11,main.txt-10,43,main.txt,56,
10,11,main.txt-10,94,npr.txt,82,
10,11,main.txt-10,52,result.txt,64,
10,11,main.txt-10,10,main.txt,76,
10,11,main.txt-10,88,main.txt,62,
10,11,main.txt-10,07,main.txt,58,
10,11,main.txt-10,70,max.txt,86,
10,11,main.txt-10,33,main.txt,56,
10,11,main.txt-10,46,main.txt,61,
10,11,main.txt-10,41,main.txt,55,
10,11,main.txt-10,21,main1.txt,64,
10,94,gen_seqs.txt-10,45,main.txt,75,
10,94,gen_seqs.txt-10,09,main.txt,57,
10,94,gen_seqs.txt-10,72,main.txt,51,
10,94,gen_seqs.txt-10,60,culculate.txt,71,
10,94,gen_seqs.txt-10,11,score_breakup.txt,82,
10,94,gen_seqs.txt-10,60,output.txt,90,
10,94,gen_seqs.txt-10,76,main.txt,50,
10,94,gen_seqs.txt-10,79,main.txt,61,
10,94,gen_seqs.txt-10,85,main.txt,58,
10,94,gen_seqs.txt-10,06,main.txt,52,
10,94,gen_seqs.txt-10,32,main.txt,59,
10,94,gen_seqs.txt-10,45,_get_result.txt,65,
10,94,gen_seqs.txt-10,06,sup.txt,90,
10,94,gen_seqs.txt-10,97,main.txt,60,
10,94,gen_seqs.txt-10,19,main.txt,61,
10,94,gen_seqs.txt-10,89,main.txt,55,
10,94,gen_seqs.txt-10,36,main.txt,63,
10,94,gen_seqs.txt-10,80,main.txt,65,
10,94,gen_seqs.txt-10,84,main.txt,55,
10,94,gen_seqs.txt-10,18,main.txt,58,
10,94,gen_seqs.txt-10,93,main.txt,54,
10,94,gen_seqs.txt-10,20,main.txt,51,
10,94,gen_seqs.txt-10,28,main.txt,51,
10,94,gen_seqs.txt-10,57,main.txt,57,
10,94,gen_seqs.txt-10,61,initarreglos.txt,82,
10,94,gen_seqs.txt-10,06,nor.txt,87,
10,94,gen_seqs.txt-10,42,main.txt,62,
10,94,gen_seqs.txt-10,51,main.txt,57,
10,94,gen_seqs.txt-10,74,main.txt,64,
10,94,gen_seqs.txt-10,61,main.txt,55,
10,94,gen_seqs.txt-10,34,calcnum.txt,58,
10,94,gen_seqs.txt-10,73,main.txt,67,
10,94,gen_seqs.txt-10,63,main.txt,59,
10,94,gen_seqs.txt-10,39,main.txt,50,
10,94,gen_seqs.txt-10,91,main.txt,49,
10,94,gen_seqs.txt-10,83,solve_all.txt,85,
10,94,gen_seqs.txt-10,94,fact.txt,89,
10,94,gen_seqs.txt-10,82,main.txt,57,
10,94,gen_seqs.txt-10,94,main.txt,44,
10,94,gen_seqs.txt-10,67,main.txt,53,
10,94,gen_seqs.txt-10,98,main.txt,51,
10,94,gen_seqs.txt-10,32,leastnots.txt,90,
10,94,gen_seqs.txt-10,65,handlecase.txt,73,
10,94,gen_seqs.txt-10,45,_parse_line.txt,50,
10,94,gen_seqs.txt-10,37,main.txt,66,
10,94,gen_seqs.txt-10,43,ans.txt,55,
10,94,gen_seqs.txt-10,83,read_one_line_and_solve.txt,78,
10,94,gen_seqs.txt-10,11,produce_output.txt,89,
10,94,gen_seqs.txt-10,81,main.txt,50,
10,94,gen_seqs.txt-10,12,main.txt,57,
10,94,gen_seqs.txt-10,23,main.txt,53,
10,94,gen_seqs.txt-10,30,main.txt,51,
10,94,gen_seqs.txt-10.100,main.txt,53,
10,94,gen_seqs.txt-10,23,dp.txt,63,
10,94,gen_seqs.txt-10,47,main.txt,68,
10,94,gen_seqs.txt-10,25,main.txt,53,
10,94,gen_seqs.txt-10,43,main.txt,55,
10,94,gen_seqs.txt-10,94,npr.txt,92,
10,94,gen_seqs.txt-10,52,result.txt,76,
10,94,gen_seqs.txt-10,10,main.txt,58,
10,94,gen_seqs.txt-10,88,main.txt,86,
10,94,gen_seqs.txt-10,07,main.txt,62,
10,94,gen_seqs.txt-10,70,max.txt,94,
10,94,gen_seqs.txt-10,33,main.txt,55,
10,94,gen_seqs.txt-10,46,main.txt,86,
10,94,gen_seqs.txt-10,41,main.txt,61,
10,94,gen_seqs.txt-10,21,main1.txt,52,
10,94,gen_seqs.txt-10,11,main.txt,76,
10,21,cmpint.txt-10,45,main.txt,79,
10,21,cmpint.txt-10,09,main.txt,93,
10,21,cmpint.txt-10,72,main.txt,87,
10,21,cmpint.txt-10,60,culculate.txt,75,
10,21,cmpint.txt-10,11,score_breakup.txt,66,
10,21,cmpint.txt-10,60,output.txt,65,
10,21,cmpint.txt-10,76,main.txt,88,
10,21,cmpint.txt-10,79,main.txt,85,
10,21,cmpint.txt-10,85,main.txt,94,
10,21,cmpint.txt-10,06,main.txt,87,
10,21,cmpint.txt-10,32,main.txt,86,
10,21,cmpint.txt-10,45,_get_result.txt,81,
10,21,cmpint.txt-10,06,sup.txt,48,
10,21,cmpint.txt-10,97,main.txt,86,
10,21,cmpint.txt-10,19,main.txt,84,
10,21,cmpint.txt-10,89,main.txt,87,
10,21,cmpint.txt-10,36,main.txt,87,
10,21,cmpint.txt-10,80,main.txt,83,
10,21,cmpint.txt-10,84,main.txt,89,
10,21,cmpint.txt-10,18,main.txt,89,
10,21,cmpint.txt-10,93,main.txt,91,
10,21,cmpint.txt-10,20,main.txt,92,
10,21,cmpint.txt-10,28,main.txt,91,
10,21,cmpint.txt-10,57,main.txt,88,
10,21,cmpint.txt-10,61,initarreglos.txt,75,
10,21,cmpint.txt-10,06,nor.txt,54,
10,21,cmpint.txt-10,42,main.txt,89,
10,21,cmpint.txt-10,51,main.txt,87,
10,21,cmpint.txt-10,74,main.txt,83,
10,21,cmpint.txt-10,61,main.txt,90,
10,21,cmpint.txt-10,34,calcnum.txt,83,
10,21,cmpint.txt-10,73,main.txt,81,
10,21,cmpint.txt-10,63,main.txt,86,
10,21,cmpint.txt-10,39,main.txt,93,
10,21,cmpint.txt-10,91,main.txt,91,
10,21,cmpint.txt-10,83,solve_all.txt,67,
10,21,cmpint.txt-10,94,fact.txt,59,
10,21,cmpint.txt-10,82,main.txt,87,
10,21,cmpint.txt-10,94,main.txt,92,
10,21,cmpint.txt-10,67,main.txt,86,
10,21,cmpint.txt-10,98,main.txt,91,
10,21,cmpint.txt-10,32,leastnots.txt,62,
10,21,cmpint.txt-10,65,handlecase.txt,79,
10,21,cmpint.txt-10,45,_parse_line.txt,88,
10,21,cmpint.txt-10,37,main.txt,82,
10,21,cmpint.txt-10,43,ans.txt,88,
10,21,cmpint.txt-10,83,read_one_line_and_solve.txt,78,
10,21,cmpint.txt-10,11,produce_output.txt,59,
10,21,cmpint.txt-10,81,main.txt,88,
10,21,cmpint.txt-10,12,main.txt,94,
10,21,cmpint.txt-10,23,main.txt,93,
10,21,cmpint.txt-10,30,main.txt,87,
10,21,cmpint.txt-10.100,main.txt,88,
10,21,cmpint.txt-10,23,dp.txt,89,
10,21,cmpint.txt-10,47,main.txt,81,
10,21,cmpint.txt-10,25,main.txt,90,
10,21,cmpint.txt-10,43,main.txt,85,
10,21,cmpint.txt-10,94,npr.txt,51,
10,21,cmpint.txt-10,52,result.txt,72,
10,21,cmpint.txt-10,10,main.txt,93,
10,21,cmpint.txt-10,88,main.txt,65,
10,21,cmpint.txt-10,07,main.txt,85,
10,21,cmpint.txt-10,70,max.txt,53,
10,21,cmpint.txt-10,33,main.txt,88,
10,21,cmpint.txt-10,46,main.txt,65,
10,21,cmpint.txt-10,41,main.txt,84,
10,21,cmpint.txt-10,21,main1.txt,88,
10,21,cmpint.txt-10,11,main.txt,80,
10,21,cmpint.txt-10,94,gen_seqs.txt,91,
10,65,canbemadesup.txt-10,45,main.txt,69,
10,65,canbemadesup.txt-10,09,main.txt,89,
10,65,canbemadesup.txt-10,72,main.txt,80,
10,65,canbemadesup.txt-10,60,culculate.txt,65,
10,65,canbemadesup.txt-10,11,score_breakup.txt,52,
10,65,canbemadesup.txt-10,60,output.txt,54,
10,65,canbemadesup.txt-10,76,main.txt,82,
10,65,canbemadesup.txt-10,79,main.txt,77,
10,65,canbemadesup.txt-10,85,main.txt,91,
10,65,canbemadesup.txt-10,06,main.txt,81,
10,65,canbemadesup.txt-10,32,main.txt,82,
10,65,canbemadesup.txt-10,45,_get_result.txt,70,
10,65,canbemadesup.txt-10,06,sup.txt,56,
10,65,canbemadesup.txt-10,97,main.txt,78,
10,65,canbemadesup.txt-10,19,main.txt,74,
10,65,canbemadesup.txt-10,89,main.txt,80,
10,65,canbemadesup.txt-10,36,main.txt,80,
10,65,canbemadesup.txt-10,80,main.txt,73,
10,65,canbemadesup.txt-10,84,main.txt,83,
10,65,canbemadesup.txt-10,18,main.txt,84,
10,65,canbemadesup.txt-10,93,main.txt,87,
10,65,canbemadesup.txt-10,20,main.txt,88,
10,65,canbemadesup.txt-10,28,main.txt,85,
10,65,canbemadesup.txt-10,57,main.txt,82,
10,65,canbemadesup.txt-10,61,initarreglos.txt,63,
10,65,canbemadesup.txt-10,06,nor.txt,55,
10,65,canbemadesup.txt-10,42,main.txt,84,
10,65,canbemadesup.txt-10,51,main.txt,80,
10,65,canbemadesup.txt-10,74,main.txt,73,
10,65,canbemadesup.txt-10,61,main.txt,85,
10,65,canbemadesup.txt-10,34,calcnum.txt,76,
10,65,canbemadesup.txt-10,73,main.txt,69,
10,65,canbemadesup.txt-10,63,main.txt,77,
10,65,canbemadesup.txt-10,39,main.txt,89,
10,65,canbemadesup.txt-10,91,main.txt,86,
10,65,canbemadesup.txt-10,83,solve_all.txt,62,
10,65,canbemadesup.txt-10,94,fact.txt,57,
10,65,canbemadesup.txt-10,82,main.txt,81,
10,65,canbemadesup.txt-10,94,main.txt,88,
10,65,canbemadesup.txt-10,67,main.txt,77,
10,65,canbemadesup.txt-10,98,main.txt,86,
10,65,canbemadesup.txt-10,32,leastnots.txt,42,
10,65,canbemadesup.txt-10,65,handlecase.txt,69,
10,65,canbemadesup.txt-10,45,_parse_line.txt,83,
10,65,canbemadesup.txt-10,37,main.txt,72,
10,65,canbemadesup.txt-10,43,ans.txt,82,
10,65,canbemadesup.txt-10,83,read_one_line_and_solve.txt,73,
10,65,canbemadesup.txt-10,11,produce_output.txt,64,
10,65,canbemadesup.txt-10,81,main.txt,82,
10,65,canbemadesup.txt-10,12,main.txt,91,
10,65,canbemadesup.txt-10,23,main.txt,90,
10,65,canbemadesup.txt-10,30,main.txt,80,
10,65,canbemadesup.txt-10.100,main.txt,81,
10,65,canbemadesup.txt-10,23,dp.txt,85,
10,65,canbemadesup.txt-10,47,main.txt,69,
10,65,canbemadesup.txt-10,25,main.txt,84,
10,65,canbemadesup.txt-10,43,main.txt,77,
10,65,canbemadesup.txt-10,94,npr.txt,66,
10,65,canbemadesup.txt-10,52,result.txt,60,
10,65,canbemadesup.txt-10,10,main.txt,89,
10,65,canbemadesup.txt-10,88,main.txt,46,
10,65,canbemadesup.txt-10,07,main.txt,77,
10,65,canbemadesup.txt-10,70,max.txt,65,
10,65,canbemadesup.txt-10,33,main.txt,82,
10,65,canbemadesup.txt-10,46,main.txt,46,
10,65,canbemadesup.txt-10,41,main.txt,73,
10,65,canbemadesup.txt-10,21,main1.txt,84,
10,65,canbemadesup.txt-10,11,main.txt,71,
10,65,canbemadesup.txt-10,94,gen_seqs.txt,87,
10,65,canbemadesup.txt-10,21,cmpint.txt,66,
10,17,main.txt-10,45,main.txt,63,
10,17,main.txt-10,09,main.txt,58,
10,17,main.txt-10,72,main.txt,32,
10,17,main.txt-10,60,culculate.txt,61,
10,17,main.txt-10,11,score_breakup.txt,77,
10,17,main.txt-10,60,output.txt,83,
10,17,main.txt-10,76,main.txt,34,
10,17,main.txt-10,79,main.txt,45,
10,17,main.txt-10,85,main.txt,62,
10,17,main.txt-10,06,main.txt,39,
10,17,main.txt-10,32,main.txt,54,
10,17,main.txt-10,45,_get_result.txt,57,
10,17,main.txt-10,06,sup.txt,86,
10,17,main.txt-10,97,main.txt,50,
10,17,main.txt-10,19,main.txt,37,
10,17,main.txt-10,89,main.txt,38,
10,17,main.txt-10,36,main.txt,52,
10,17,main.txt-10,80,main.txt,47,
10,17,main.txt-10,84,main.txt,45,
10,17,main.txt-10,18,main.txt,47,
10,17,main.txt-10,93,main.txt,48,
10,17,main.txt-10,20,main.txt,47,
10,17,main.txt-10,28,main.txt,41,
10,17,main.txt-10,57,main.txt,48,
10,17,main.txt-10,61,initarreglos.txt,79,
10,17,main.txt-10,06,nor.txt,84,
10,17,main.txt-10,42,main.txt,56,
10,17,main.txt-10,51,main.txt,46,
10,17,main.txt-10,74,main.txt,38,
10,17,main.txt-10,61,main.txt,46,
10,17,main.txt-10,34,calcnum.txt,54,
10,17,main.txt-10,73,main.txt,45,
10,17,main.txt-10,63,main.txt,46,
10,17,main.txt-10,39,main.txt,55,
10,17,main.txt-10,91,main.txt,42,
10,17,main.txt-10,83,solve_all.txt,77,
10,17,main.txt-10,94,fact.txt,85,
10,17,main.txt-10,82,main.txt,51,
10,17,main.txt-10,94,main.txt,50,
10,17,main.txt-10,67,main.txt,33,
10,17,main.txt-10,98,main.txt,42,
10,17,main.txt-10,32,leastnots.txt,85,
10,17,main.txt-10,65,handlecase.txt,62,
10,17,main.txt-10,45,_parse_line.txt,56,
10,17,main.txt-10,37,main.txt,46,
10,17,main.txt-10,43,ans.txt,56,
10,17,main.txt-10,83,read_one_line_and_solve.txt,69,
10,17,main.txt-10,11,produce_output.txt,84,
10,17,main.txt-10,81,main.txt,39,
10,17,main.txt-10,12,main.txt,62,
10,17,main.txt-10,23,main.txt,61,
10,17,main.txt-10,30,main.txt,31,
10,17,main.txt-10.100,main.txt,35,
10,17,main.txt-10,23,dp.txt,65,
10,17,main.txt-10,47,main.txt,48,
10,17,main.txt-10,25,main.txt,43,
10,17,main.txt-10,43,main.txt,38,
10,17,main.txt-10,94,npr.txt,90,
10,17,main.txt-10,52,result.txt,68,
10,17,main.txt-10,10,main.txt,59,
10,17,main.txt-10,88,main.txt,77,
10,17,main.txt-10,07,main.txt,52,
10,17,main.txt-10,70,max.txt,92,
10,17,main.txt-10,33,main.txt,48,
10,17,main.txt-10,46,main.txt,77,
10,17,main.txt-10,41,main.txt,37,
10,17,main.txt-10,21,main1.txt,48,
10,17,main.txt-10,11,main.txt,63,
10,17,main.txt-10,94,gen_seqs.txt,50,
10,17,main.txt-10,21,cmpint.txt,88,
10,17,main.txt-10,65,canbemadesup.txt,81,
10,45,_get_input.txt-10,45,main.txt,52,
10,45,_get_input.txt-10,09,main.txt,73,
10,45,_get_input.txt-10,72,main.txt,59,
10,45,_get_input.txt-10,60,culculate.txt,65,
10,45,_get_input.txt-10,11,score_breakup.txt,73,
10,45,_get_input.txt-10,60,output.txt,79,
10,45,_get_input.txt-10,76,main.txt,64,
10,45,_get_input.txt-10,79,main.txt,64,
10,45,_get_input.txt-10,85,main.txt,77,
10,45,_get_input.txt-10,06,main.txt,62,
10,45,_get_input.txt-10,32,main.txt,57,
10,45,_get_input.txt-10,45,_get_result.txt,60,
10,45,_get_input.txt-10,06,sup.txt,84,
10,45,_get_input.txt-10,97,main.txt,59,
10,45,_get_input.txt-10,19,main.txt,60,
10,45,_get_input.txt-10,89,main.txt,62,
10,45,_get_input.txt-10,36,main.txt,60,
10,45,_get_input.txt-10,80,main.txt,58,
10,45,_get_input.txt-10,84,main.txt,63,
10,45,_get_input.txt-10,18,main.txt,63,
10,45,_get_input.txt-10,93,main.txt,67,
10,45,_get_input.txt-10,20,main.txt,71,
10,45,_get_input.txt-10,28,main.txt,68,
10,45,_get_input.txt-10,57,main.txt,59,
10,45,_get_input.txt-10,61,initarreglos.txt,76,
10,45,_get_input.txt-10,06,nor.txt,81,
10,45,_get_input.txt-10,42,main.txt,60,
10,45,_get_input.txt-10,51,main.txt,60,
10,45,_get_input.txt-10,74,main.txt,56,
10,45,_get_input.txt-10,61,main.txt,65,
10,45,_get_input.txt-10,34,calcnum.txt,64,
10,45,_get_input.txt-10,73,main.txt,57,
10,45,_get_input.txt-10,63,main.txt,61,
10,45,_get_input.txt-10,39,main.txt,73,
10,45,_get_input.txt-10,91,main.txt,67,
10,45,_get_input.txt-10,83,solve_all.txt,70,
10,45,_get_input.txt-10,94,fact.txt,81,
10,45,_get_input.txt-10,82,main.txt,58,
10,45,_get_input.txt-10,94,main.txt,71,
10,45,_get_input.txt-10,67,main.txt,63,
10,45,_get_input.txt-10,98,main.txt,68,
10,45,_get_input.txt-10,32,leastnots.txt,84,
10,45,_get_input.txt-10,65,handlecase.txt,63,
10,45,_get_input.txt-10,45,_parse_line.txt,61,
10,45,_get_input.txt-10,37,main.txt,57,
10,45,_get_input.txt-10,43,ans.txt,70,
10,45,_get_input.txt-10,83,read_one_line_and_solve.txt,55,
10,45,_get_input.txt-10,11,produce_output.txt,77,
10,45,_get_input.txt-10,81,main.txt,64,
10,45,_get_input.txt-10,12,main.txt,77,
10,45,_get_input.txt-10,23,main.txt,75,
10,45,_get_input.txt-10,30,main.txt,64,
10,45,_get_input.txt-10.100,main.txt,64,
10,45,_get_input.txt-10,23,dp.txt,69,
10,45,_get_input.txt-10,47,main.txt,57,
10,45,_get_input.txt-10,25,main.txt,64,
10,45,_get_input.txt-10,43,main.txt,64,
10,45,_get_input.txt-10,94,npr.txt,86,
10,45,_get_input.txt-10,52,result.txt,67,
10,45,_get_input.txt-10,10,main.txt,74,
10,45,_get_input.txt-10,88,main.txt,77,
10,45,_get_input.txt-10,07,main.txt,66,
10,45,_get_input.txt-10,70,max.txt,90,
10,45,_get_input.txt-10,33,main.txt,60,
10,45,_get_input.txt-10,46,main.txt,77,
10,45,_get_input.txt-10,41,main.txt,59,
10,45,_get_input.txt-10,21,main1.txt,60,
10,45,_get_input.txt-10,11,main.txt,55,
10,45,_get_input.txt-10,94,gen_seqs.txt,68,
10,45,_get_input.txt-10,21,cmpint.txt,84,
10,45,_get_input.txt-10,65,canbemadesup.txt,79,
10,45,_get_input.txt-10,17,main.txt,63,
