Study-obejct,Files,Methods,Files,Methods,LevenDistance
10,76,cmp.txt-10,47,main.txt,89,
10,76,cmp.txt-10,25,main.txt,94,
10,76,cmp.txt-10,43,main.txt,91,
10,76,cmp.txt-10,94,npr.txt,49,
10,76,cmp.txt-10,52,result.txt,81,
10,76,cmp.txt-10,10,main.txt,96,
10,76,cmp.txt-10,88,main.txt,74,
10,76,cmp.txt-10,07,main.txt,91,
10,76,cmp.txt-10,70,max.txt,32,
10,76,cmp.txt-10,33,main.txt,93,
10,76,cmp.txt-10,46,main.txt,73,
10,76,cmp.txt-10,41,main.txt,90,
10,76,cmp.txt-10,21,main1.txt,93,
10,76,cmp.txt-10,11,main.txt,88,
10,76,cmp.txt-10,94,gen_seqs.txt,95,
10,76,cmp.txt-10,21,cmpint.txt,50,
10,76,cmp.txt-10,65,canbemadesup.txt,71,
10,76,cmp.txt-10,17,main.txt,93,
10,76,cmp.txt-10,45,_get_input.txt,91,
10,76,cmp.txt-10,35,main.txt,93,
10,76,cmp.txt-10,38,main.txt,96,
10,76,cmp.txt-10,27,main.txt,95,
10,76,cmp.txt-10,04,main.txt,91,
10,76,cmp.txt-10,44,main.txt,92,
10,76,cmp.txt-10,83,solve_one_puzzle.txt,81,
10,76,cmp.txt-10,70,print_case.txt,64,
10,76,cmp.txt-10,65,main.txt,81,
10,76,cmp.txt-10,52,main.txt,81,
10,76,cmp.txt-10,14,main.txt,91,
10,76,cmp.txt-10,70,main.txt,86,
10,76,cmp.txt-10,66,main.txt,96,
10,76,cmp.txt-10,16,main.txt,88,
10,76,cmp.txt-10,03,nonsurmax.txt,60,
10,76,cmp.txt-10,79,best2.txt,71,
10,76,cmp.txt-10,43,calc.txt,92,
10,76,cmp.txt-10,78,main.txt,93,
10,76,cmp.txt-10,11,highest.txt,76,
10,76,cmp.txt-10,62,main.txt,89,
10,76,cmp.txt-10,26,main.txt,93,
10,76,cmp.txt-10,61,maxss.txt,45,
10,76,cmp.txt-10,58,main.txt,93,
10,76,cmp.txt-10,70,can_break.txt,72,
10,05,main.txt-10,45,main.txt,66,
10,05,main.txt-10,09,main.txt,44,
10,05,main.txt-10,72,main.txt,42,
10,05,main.txt-10,60,culculate.txt,66,
10,05,main.txt-10,11,score_breakup.txt,80,
10,05,main.txt-10,60,output.txt,84,
10,05,main.txt-10,76,main.txt,38,
10,05,main.txt-10,79,main.txt,48,
10,05,main.txt-10,85,main.txt,54,
10,05,main.txt-10,06,main.txt,45,
10,05,main.txt-10,32,main.txt,36,
10,05,main.txt-10,45,_get_result.txt,61,
10,05,main.txt-10,06,sup.txt,88,
10,05,main.txt-10,97,main.txt,40,
10,05,main.txt-10,19,main.txt,45,
10,05,main.txt-10,89,main.txt,40,
10,05,main.txt-10,36,main.txt,38,
10,05,main.txt-10,80,main.txt,43,
10,05,main.txt-10,84,main.txt,24,
10,05,main.txt-10,18,main.txt,27,
10,05,main.txt-10,93,main.txt,32,
10,05,main.txt-10,20,main.txt,48,
10,05,main.txt-10,28,main.txt,42,
10,05,main.txt-10,57,main.txt,34,
10,05,main.txt-10,61,initarreglos.txt,81,
10,05,main.txt-10,06,nor.txt,86,
10,05,main.txt-10,42,main.txt,46,
10,05,main.txt-10,51,main.txt,27,
10,05,main.txt-10,74,main.txt,46,
10,05,main.txt-10,61,main.txt,47,
10,05,main.txt-10,34,calcnum.txt,58,
10,05,main.txt-10,73,main.txt,52,
10,05,main.txt-10,63,main.txt,51,
10,05,main.txt-10,39,main.txt,50,
10,05,main.txt-10,91,main.txt,48,
10,05,main.txt-10,83,solve_all.txt,80,
10,05,main.txt-10,94,fact.txt,87,
10,05,main.txt-10,82,main.txt,41,
10,05,main.txt-10,94,main.txt,49,
10,05,main.txt-10,67,main.txt,41,
10,05,main.txt-10,98,main.txt,45,
10,05,main.txt-10,32,leastnots.txt,87,
10,05,main.txt-10,65,handlecase.txt,66,
10,05,main.txt-10,45,_parse_line.txt,59,
10,05,main.txt-10,37,main.txt,51,
10,05,main.txt-10,43,ans.txt,59,
10,05,main.txt-10,83,read_one_line_and_solve.txt,67,
10,05,main.txt-10,11,produce_output.txt,85,
10,05,main.txt-10,81,main.txt,38,
10,05,main.txt-10,12,main.txt,55,
10,05,main.txt-10,23,main.txt,61,
10,05,main.txt-10,30,main.txt,39,
10,05,main.txt-10.100,main.txt,37,
10,05,main.txt-10,23,dp.txt,69,
10,05,main.txt-10,47,main.txt,53,
10,05,main.txt-10,25,main.txt,25,
10,05,main.txt-10,43,main.txt,46,
10,05,main.txt-10,94,npr.txt,91,
10,05,main.txt-10,52,result.txt,71,
10,05,main.txt-10,10,main.txt,48,
10,05,main.txt-10,88,main.txt,80,
10,05,main.txt-10,07,main.txt,53,
10,05,main.txt-10,70,max.txt,93,
10,05,main.txt-10,33,main.txt,35,
10,05,main.txt-10,46,main.txt,80,
10,05,main.txt-10,41,main.txt,43,
10,05,main.txt-10,21,main1.txt,52,
10,05,main.txt-10,11,main.txt,61,
10,05,main.txt-10,94,gen_seqs.txt,54,
10,05,main.txt-10,21,cmpint.txt,89,
10,05,main.txt-10,65,canbemadesup.txt,83,
10,05,main.txt-10,17,main.txt,43,
10,05,main.txt-10,45,_get_input.txt,62,
10,05,main.txt-10,35,main.txt,44,
10,05,main.txt-10,38,main.txt,63,
10,05,main.txt-10,27,main.txt,48,
10,05,main.txt-10,04,main.txt,35,
10,05,main.txt-10,44,main.txt,36,
10,05,main.txt-10,83,solve_one_puzzle.txt,72,
10,05,main.txt-10,70,print_case.txt,88,
10,05,main.txt-10,65,main.txt,71,
10,05,main.txt-10,52,main.txt,71,
10,05,main.txt-10,14,main.txt,43,
10,05,main.txt-10,70,main.txt,63,
10,05,main.txt-10,66,main.txt,57,
10,05,main.txt-10,16,main.txt,51,
10,05,main.txt-10,03,nonsurmax.txt,89,
10,05,main.txt-10,79,best2.txt,84,
10,05,main.txt-10,43,calc.txt,61,
10,05,main.txt-10,78,main.txt,34,
10,05,main.txt-10,11,highest.txt,78,
10,05,main.txt-10,62,main.txt,51,
10,05,main.txt-10,26,main.txt,40,
10,05,main.txt-10,61,maxss.txt,91,
10,05,main.txt-10,58,main.txt,32,
10,05,main.txt-10,70,can_break.txt,83,
10,05,main.txt-10,76,cmp.txt,94,
10,60,main.txt-10,45,main.txt,51,
10,60,main.txt-10,09,main.txt,71,
10,60,main.txt-10,72,main.txt,56,
10,60,main.txt-10,60,culculate.txt,61,
10,60,main.txt-10,11,score_breakup.txt,71,
10,60,main.txt-10,60,output.txt,76,
10,60,main.txt-10,76,main.txt,61,
10,60,main.txt-10,79,main.txt,53,
10,60,main.txt-10,85,main.txt,75,
10,60,main.txt-10,06,main.txt,57,
10,60,main.txt-10,32,main.txt,40,
10,60,main.txt-10,45,_get_result.txt,61,
10,60,main.txt-10,06,sup.txt,81,
10,60,main.txt-10,97,main.txt,36,
10,60,main.txt-10,19,main.txt,55,
10,60,main.txt-10,89,main.txt,58,
10,60,main.txt-10,36,main.txt,42,
10,60,main.txt-10,80,main.txt,47,
10,60,main.txt-10,84,main.txt,52,
10,60,main.txt-10,18,main.txt,60,
10,60,main.txt-10,93,main.txt,63,
10,60,main.txt-10,20,main.txt,72,
10,60,main.txt-10,28,main.txt,71,
10,60,main.txt-10,57,main.txt,49,
10,60,main.txt-10,61,initarreglos.txt,73,
10,60,main.txt-10,06,nor.txt,77,
10,60,main.txt-10,42,main.txt,55,
10,60,main.txt-10,51,main.txt,48,
10,60,main.txt-10,74,main.txt,51,
10,60,main.txt-10,61,main.txt,65,
10,60,main.txt-10,34,calcnum.txt,65,
10,60,main.txt-10,73,main.txt,53,
10,60,main.txt-10,63,main.txt,51,
10,60,main.txt-10,39,main.txt,73,
10,60,main.txt-10,91,main.txt,67,
10,60,main.txt-10,83,solve_all.txt,66,
10,60,main.txt-10,94,fact.txt,77,
10,60,main.txt-10,82,main.txt,48,
10,60,main.txt-10,94,main.txt,70,
10,60,main.txt-10,67,main.txt,56,
10,60,main.txt-10,98,main.txt,68,
10,60,main.txt-10,32,leastnots.txt,83,
10,60,main.txt-10,65,handlecase.txt,61,
10,60,main.txt-10,45,_parse_line.txt,64,
10,60,main.txt-10,37,main.txt,51,
10,60,main.txt-10,43,ans.txt,68,
10,60,main.txt-10,83,read_one_line_and_solve.txt,45,
10,60,main.txt-10,11,produce_output.txt,73,
10,60,main.txt-10,81,main.txt,61,
10,60,main.txt-10,12,main.txt,76,
10,60,main.txt-10,23,main.txt,75,
10,60,main.txt-10,30,main.txt,62,
10,60,main.txt-10.100,main.txt,62,
10,60,main.txt-10,23,dp.txt,69,
10,60,main.txt-10,47,main.txt,51,
10,60,main.txt-10,25,main.txt,57,
10,60,main.txt-10,43,main.txt,53,
10,60,main.txt-10,94,npr.txt,84,
10,60,main.txt-10,52,result.txt,63,
10,60,main.txt-10,10,main.txt,72,
10,60,main.txt-10,88,main.txt,70,
10,60,main.txt-10,07,main.txt,56,
10,60,main.txt-10,70,max.txt,87,
10,60,main.txt-10,33,main.txt,49,
10,60,main.txt-10,46,main.txt,69,
10,60,main.txt-10,41,main.txt,55,
10,60,main.txt-10,21,main1.txt,56,
10,60,main.txt-10,11,main.txt,44,
10,60,main.txt-10,94,gen_seqs.txt,71,
10,60,main.txt-10,21,cmpint.txt,81,
10,60,main.txt-10,65,canbemadesup.txt,78,
10,60,main.txt-10,17,main.txt,61,
10,60,main.txt-10,45,_get_input.txt,53,
10,60,main.txt-10,35,main.txt,56,
10,60,main.txt-10,38,main.txt,75,
10,60,main.txt-10,27,main.txt,71,
10,60,main.txt-10,04,main.txt,38,
10,60,main.txt-10,44,main.txt,58,
10,60,main.txt-10,83,solve_one_puzzle.txt,64,
10,60,main.txt-10,70,print_case.txt,79,
10,60,main.txt-10,65,main.txt,48,
10,60,main.txt-10,52,main.txt,60,
10,60,main.txt-10,14,main.txt,54,
10,60,main.txt-10,70,main.txt,50,
10,60,main.txt-10,66,main.txt,71,
10,60,main.txt-10,16,main.txt,53,
10,60,main.txt-10,03,nonsurmax.txt,81,
10,60,main.txt-10,79,best2.txt,76,
10,60,main.txt-10,43,calc.txt,64,
10,60,main.txt-10,78,main.txt,53,
10,60,main.txt-10,11,highest.txt,67,
10,60,main.txt-10,62,main.txt,53,
10,60,main.txt-10,26,main.txt,64,
10,60,main.txt-10,61,maxss.txt,84,
10,60,main.txt-10,58,main.txt,62,
10,60,main.txt-10,70,can_break.txt,75,
10,60,main.txt-10,76,cmp.txt,89,
10,60,main.txt-10,05,main.txt,56,
10,88,check.txt-10,45,main.txt,64,
10,88,check.txt-10,09,main.txt,76,
10,88,check.txt-10,72,main.txt,55,
10,88,check.txt-10,60,culculate.txt,37,
10,88,check.txt-10,11,score_breakup.txt,56,
10,88,check.txt-10,60,output.txt,80,
10,88,check.txt-10,76,main.txt,58,
10,88,check.txt-10,79,main.txt,55,
10,88,check.txt-10,85,main.txt,79,
10,88,check.txt-10,06,main.txt,57,
10,88,check.txt-10,32,main.txt,59,
10,88,check.txt-10,45,_get_result.txt,38,
10,88,check.txt-10,06,sup.txt,74,
10,88,check.txt-10,97,main.txt,60,
10,88,check.txt-10,19,main.txt,46,
10,88,check.txt-10,89,main.txt,55,
10,88,check.txt-10,36,main.txt,61,
10,88,check.txt-10,80,main.txt,54,
10,88,check.txt-10,84,main.txt,63,
10,88,check.txt-10,18,main.txt,64,
10,88,check.txt-10,93,main.txt,69,
10,88,check.txt-10,20,main.txt,70,
10,88,check.txt-10,28,main.txt,65,
10,88,check.txt-10,57,main.txt,63,
10,88,check.txt-10,61,initarreglos.txt,61,
10,88,check.txt-10,06,nor.txt,68,
10,88,check.txt-10,42,main.txt,69,
10,88,check.txt-10,51,main.txt,59,
10,88,check.txt-10,74,main.txt,50,
10,88,check.txt-10,61,main.txt,67,
10,88,check.txt-10,34,calcnum.txt,43,
10,88,check.txt-10,73,main.txt,49,
10,88,check.txt-10,63,main.txt,56,
10,88,check.txt-10,39,main.txt,75,
10,88,check.txt-10,91,main.txt,68,
10,88,check.txt-10,83,solve_all.txt,65,
10,88,check.txt-10,94,fact.txt,71,
10,88,check.txt-10,82,main.txt,63,
10,88,check.txt-10,94,main.txt,73,
10,88,check.txt-10,67,main.txt,50,
10,88,check.txt-10,98,main.txt,66,
10,88,check.txt-10,32,leastnots.txt,79,
10,88,check.txt-10,65,handlecase.txt,53,
10,88,check.txt-10,45,_parse_line.txt,59,
10,88,check.txt-10,37,main.txt,52,
10,88,check.txt-10,43,ans.txt,57,
10,88,check.txt-10,83,read_one_line_and_solve.txt,66,
10,88,check.txt-10,11,produce_output.txt,78,
10,88,check.txt-10,81,main.txt,57,
10,88,check.txt-10,12,main.txt,79,
10,88,check.txt-10,23,main.txt,78,
10,88,check.txt-10,30,main.txt,54,
10,88,check.txt-10.100,main.txt,56,
10,88,check.txt-10,23,dp.txt,67,
10,88,check.txt-10,47,main.txt,53,
10,88,check.txt-10,25,main.txt,64,
10,88,check.txt-10,43,main.txt,54,
10,88,check.txt-10,94,npr.txt,82,
10,88,check.txt-10,52,result.txt,41,
10,88,check.txt-10,10,main.txt,76,
10,88,check.txt-10,88,main.txt,69,
10,88,check.txt-10,07,main.txt,59,
10,88,check.txt-10,70,max.txt,84,
10,88,check.txt-10,33,main.txt,61,
10,88,check.txt-10,46,main.txt,69,
10,88,check.txt-10,41,main.txt,46,
10,88,check.txt-10,21,main1.txt,61,
10,88,check.txt-10,11,main.txt,67,
10,88,check.txt-10,94,gen_seqs.txt,66,
10,88,check.txt-10,21,cmpint.txt,80,
10,88,check.txt-10,65,canbemadesup.txt,69,
10,88,check.txt-10,17,main.txt,58,
10,88,check.txt-10,45,_get_input.txt,63,
10,88,check.txt-10,35,main.txt,63,
10,88,check.txt-10,38,main.txt,79,
10,88,check.txt-10,27,main.txt,70,
10,88,check.txt-10,04,main.txt,59,
10,88,check.txt-10,44,main.txt,53,
10,88,check.txt-10,83,solve_one_puzzle.txt,44,
10,88,check.txt-10,70,print_case.txt,81,
10,88,check.txt-10,65,main.txt,65,
10,88,check.txt-10,52,main.txt,62,
10,88,check.txt-10,14,main.txt,48,
10,88,check.txt-10,70,main.txt,60,
10,88,check.txt-10,66,main.txt,77,
10,88,check.txt-10,16,main.txt,51,
10,88,check.txt-10,03,nonsurmax.txt,75,
10,88,check.txt-10,79,best2.txt,65,
10,88,check.txt-10,43,calc.txt,56,
10,88,check.txt-10,78,main.txt,60,
10,88,check.txt-10,11,highest.txt,53,
10,88,check.txt-10,62,main.txt,50,
10,88,check.txt-10,26,main.txt,54,
10,88,check.txt-10,61,maxss.txt,80,
10,88,check.txt-10,58,main.txt,58,
10,88,check.txt-10,70,can_break.txt,64,
10,88,check.txt-10,76,cmp.txt,87,
10,88,check.txt-10,05,main.txt,62,
10,88,check.txt-10,60,main.txt,62,
10,59,main.txt-10,45,main.txt,64,
10,59,main.txt-10,09,main.txt,51,
10,59,main.txt-10,72,main.txt,49,
10,59,main.txt-10,60,culculate.txt,70,
10,59,main.txt-10,11,score_breakup.txt,82,
10,59,main.txt-10,60,output.txt,85,
10,59,main.txt-10,76,main.txt,46,
10,59,main.txt-10,79,main.txt,50,
10,59,main.txt-10,85,main.txt,57,
10,59,main.txt-10,06,main.txt,46,
10,59,main.txt-10,32,main.txt,43,
10,59,main.txt-10,45,_get_result.txt,65,
10,59,main.txt-10,06,sup.txt,89,
10,59,main.txt-10,97,main.txt,46,
10,59,main.txt-10,19,main.txt,50,
10,59,main.txt-10,89,main.txt,46,
10,59,main.txt-10,36,main.txt,41,
10,59,main.txt-10,80,main.txt,48,
10,59,main.txt-10,84,main.txt,34,
10,59,main.txt-10,18,main.txt,45,
10,59,main.txt-10,93,main.txt,43,
10,59,main.txt-10,20,main.txt,52,
10,59,main.txt-10,28,main.txt,53,
10,59,main.txt-10,57,main.txt,28,
10,59,main.txt-10,61,initarreglos.txt,82,
10,59,main.txt-10,06,nor.txt,87,
10,59,main.txt-10,42,main.txt,50,
10,59,main.txt-10,51,main.txt,39,
10,59,main.txt-10,74,main.txt,48,
10,59,main.txt-10,61,main.txt,49,
10,59,main.txt-10,34,calcnum.txt,63,
10,59,main.txt-10,73,main.txt,55,
10,59,main.txt-10,63,main.txt,50,
10,59,main.txt-10,39,main.txt,55,
10,59,main.txt-10,91,main.txt,49,
10,59,main.txt-10,83,solve_all.txt,81,
10,59,main.txt-10,94,fact.txt,88,
10,59,main.txt-10,82,main.txt,43,
10,59,main.txt-10,94,main.txt,49,
10,59,main.txt-10,67,main.txt,46,
10,59,main.txt-10,98,main.txt,53,
10,59,main.txt-10,32,leastnots.txt,88,
10,59,main.txt-10,65,handlecase.txt,68,
10,59,main.txt-10,45,_parse_line.txt,62,
10,59,main.txt-10,37,main.txt,52,
10,59,main.txt-10,43,ans.txt,63,
10,59,main.txt-10,83,read_one_line_and_solve.txt,67,
10,59,main.txt-10,11,produce_output.txt,85,
10,59,main.txt-10,81,main.txt,47,
10,59,main.txt-10,12,main.txt,58,
10,59,main.txt-10,23,main.txt,61,
10,59,main.txt-10,30,main.txt,49,
10,59,main.txt-10.100,main.txt,48,
10,59,main.txt-10,23,dp.txt,68,
10,59,main.txt-10,47,main.txt,55,
10,59,main.txt-10,25,main.txt,41,
10,59,main.txt-10,43,main.txt,46,
10,59,main.txt-10,94,npr.txt,91,
10,59,main.txt-10,52,result.txt,74,
10,59,main.txt-10,10,main.txt,54,
10,59,main.txt-10,88,main.txt,82,
10,59,main.txt-10,07,main.txt,55,
10,59,main.txt-10,70,max.txt,93,
10,59,main.txt-10,33,main.txt,38,
10,59,main.txt-10,46,main.txt,82,
10,59,main.txt-10,41,main.txt,50,
10,59,main.txt-10,21,main1.txt,50,
10,59,main.txt-10,11,main.txt,62,
10,59,main.txt-10,94,gen_seqs.txt,60,
10,59,main.txt-10,21,cmpint.txt,90,
10,59,main.txt-10,65,canbemadesup.txt,84,
10,59,main.txt-10,17,main.txt,47,
10,59,main.txt-10,45,_get_input.txt,60,
10,59,main.txt-10,35,main.txt,37,
10,59,main.txt-10,38,main.txt,63,
10,59,main.txt-10,27,main.txt,52,
10,59,main.txt-10,04,main.txt,43,
10,59,main.txt-10,44,main.txt,41,
10,59,main.txt-10,83,solve_one_puzzle.txt,75,
10,59,main.txt-10,70,print_case.txt,88,
10,59,main.txt-10,65,main.txt,72,
10,59,main.txt-10,52,main.txt,73,
10,59,main.txt-10,14,main.txt,47,
10,59,main.txt-10,70,main.txt,65,
10,59,main.txt-10,66,main.txt,58,
10,59,main.txt-10,16,main.txt,54,
10,59,main.txt-10,03,nonsurmax.txt,89,
10,59,main.txt-10,79,best2.txt,85,
10,59,main.txt-10,43,calc.txt,64,
10,59,main.txt-10,78,main.txt,37,
10,59,main.txt-10,11,highest.txt,80,
10,59,main.txt-10,62,main.txt,53,
10,59,main.txt-10,26,main.txt,51,
10,59,main.txt-10,61,maxss.txt,91,
10,59,main.txt-10,58,main.txt,44,
10,59,main.txt-10,70,can_break.txt,85,
10,59,main.txt-10,76,cmp.txt,94,
10,59,main.txt-10,05,main.txt,40,
10,59,main.txt-10,60,main.txt,57,
10,59,main.txt-10,88,check.txt,67,
10,01,main.txt-10,45,main.txt,63,
10,01,main.txt-10,09,main.txt,50,
10,01,main.txt-10,72,main.txt,31,
10,01,main.txt-10,60,culculate.txt,61,
10,01,main.txt-10,11,score_breakup.txt,77,
10,01,main.txt-10,60,output.txt,83,
10,01,main.txt-10,76,main.txt,29,
10,01,main.txt-10,79,main.txt,44,
10,01,main.txt-10,85,main.txt,58,
10,01,main.txt-10,06,main.txt,40,
10,01,main.txt-10,32,main.txt,52,
10,01,main.txt-10,45,_get_result.txt,55,
10,01,main.txt-10,06,sup.txt,87,
10,01,main.txt-10,97,main.txt,48,
10,01,main.txt-10,19,main.txt,38,
10,01,main.txt-10,89,main.txt,31,
10,01,main.txt-10,36,main.txt,52,
10,01,main.txt-10,80,main.txt,46,
10,01,main.txt-10,84,main.txt,39,
10,01,main.txt-10,18,main.txt,43,
10,01,main.txt-10,93,main.txt,41,
10,01,main.txt-10,20,main.txt,43,
10,01,main.txt-10,28,main.txt,32,
10,01,main.txt-10,57,main.txt,47,
10,01,main.txt-10,61,initarreglos.txt,78,
10,01,main.txt-10,06,nor.txt,84,
10,01,main.txt-10,42,main.txt,54,
10,01,main.txt-10,51,main.txt,41,
10,01,main.txt-10,74,main.txt,39,
10,01,main.txt-10,61,main.txt,42,
10,01,main.txt-10,34,calcnum.txt,53,
10,01,main.txt-10,73,main.txt,43,
10,01,main.txt-10,63,main.txt,46,
10,01,main.txt-10,39,main.txt,53,
10,01,main.txt-10,91,main.txt,40,
10,01,main.txt-10,83,solve_all.txt,77,
10,01,main.txt-10,94,fact.txt,85,
10,01,main.txt-10,82,main.txt,52,
10,01,main.txt-10,94,main.txt,49,
10,01,main.txt-10,67,main.txt,32,
10,01,main.txt-10,98,main.txt,38,
10,01,main.txt-10,32,leastnots.txt,86,
10,01,main.txt-10,65,handlecase.txt,63,
10,01,main.txt-10,45,_parse_line.txt,57,
10,01,main.txt-10,37,main.txt,43,
10,01,main.txt-10,43,ans.txt,55,
10,01,main.txt-10,83,read_one_line_and_solve.txt,69,
10,01,main.txt-10,11,produce_output.txt,84,
10,01,main.txt-10,81,main.txt,31,
10,01,main.txt-10,12,main.txt,57,
10,01,main.txt-10,23,main.txt,60,
10,01,main.txt-10,30,main.txt,23,
10,01,main.txt-10.100,main.txt,26,
10,01,main.txt-10,23,dp.txt,61,
10,01,main.txt-10,47,main.txt,48,
10,01,main.txt-10,25,main.txt,38,
10,01,main.txt-10,43,main.txt,41,
10,01,main.txt-10,94,npr.txt,90,
10,01,main.txt-10,52,result.txt,67,
10,01,main.txt-10,10,main.txt,55,
10,01,main.txt-10,88,main.txt,78,
10,01,main.txt-10,07,main.txt,51,
10,01,main.txt-10,70,max.txt,92,
10,01,main.txt-10,33,main.txt,47,
10,01,main.txt-10,46,main.txt,78,
10,01,main.txt-10,41,main.txt,33,
10,01,main.txt-10,21,main1.txt,46,
10,01,main.txt-10,11,main.txt,65,
10,01,main.txt-10,94,gen_seqs.txt,50,
10,01,main.txt-10,21,cmpint.txt,88,
10,01,main.txt-10,65,canbemadesup.txt,81,
10,01,main.txt-10,17,main.txt,36,
10,01,main.txt-10,45,_get_input.txt,63,
10,01,main.txt-10,35,main.txt,50,
10,01,main.txt-10,38,main.txt,65,
10,01,main.txt-10,27,main.txt,41,
10,01,main.txt-10,04,main.txt,47,
10,01,main.txt-10,44,main.txt,32,
10,01,main.txt-10,83,solve_one_puzzle.txt,68,
10,01,main.txt-10,70,print_case.txt,87,
10,01,main.txt-10,65,main.txt,72,
10,01,main.txt-10,52,main.txt,67,
10,01,main.txt-10,14,main.txt,35,
10,01,main.txt-10,70,main.txt,59,
10,01,main.txt-10,66,main.txt,62,
10,01,main.txt-10,16,main.txt,46,
10,01,main.txt-10,03,nonsurmax.txt,87,
10,01,main.txt-10,79,best2.txt,82,
10,01,main.txt-10,43,calc.txt,55,
10,01,main.txt-10,78,main.txt,45,
10,01,main.txt-10,11,highest.txt,74,
10,01,main.txt-10,62,main.txt,44,
10,01,main.txt-10,26,main.txt,32,
10,01,main.txt-10,61,maxss.txt,89,
10,01,main.txt-10,58,main.txt,24,
10,01,main.txt-10,70,can_break.txt,81,
10,01,main.txt-10,76,cmp.txt,93,
10,01,main.txt-10,05,main.txt,38,
10,01,main.txt-10,60,main.txt,64,
10,01,main.txt-10,88,check.txt,56,
10,01,main.txt-10,59,main.txt,49,
10,46,do_test.txt-10,45,main.txt,58,
10,46,do_test.txt-10,09,main.txt,78,
10,46,do_test.txt-10,72,main.txt,56,
10,46,do_test.txt-10,60,culculate.txt,52,
10,46,do_test.txt-10,11,score_breakup.txt,59,
10,46,do_test.txt-10,60,output.txt,71,
10,46,do_test.txt-10,76,main.txt,62,
10,46,do_test.txt-10,79,main.txt,52,
10,46,do_test.txt-10,85,main.txt,81,
10,46,do_test.txt-10,06,main.txt,58,
10,46,do_test.txt-10,32,main.txt,56,
10,46,do_test.txt-10,45,_get_result.txt,46,
10,46,do_test.txt-10,06,sup.txt,75,
10,46,do_test.txt-10,97,main.txt,56,
10,46,do_test.txt-10,19,main.txt,47,
10,46,do_test.txt-10,89,main.txt,58,
10,46,do_test.txt-10,36,main.txt,60,
10,46,do_test.txt-10,80,main.txt,46,
10,46,do_test.txt-10,84,main.txt,64,
10,46,do_test.txt-10,18,main.txt,67,
10,46,do_test.txt-10,93,main.txt,72,
10,46,do_test.txt-10,20,main.txt,74,
10,46,do_test.txt-10,28,main.txt,69,
10,46,do_test.txt-10,57,main.txt,63,
10,46,do_test.txt-10,61,initarreglos.txt,62,
10,46,do_test.txt-10,06,nor.txt,69,
10,46,do_test.txt-10,42,main.txt,68,
10,46,do_test.txt-10,51,main.txt,59,
10,46,do_test.txt-10,74,main.txt,42,
10,46,do_test.txt-10,61,main.txt,70,
10,46,do_test.txt-10,34,calcnum.txt,57,
10,46,do_test.txt-10,73,main.txt,42,
10,46,do_test.txt-10,63,main.txt,57,
10,46,do_test.txt-10,39,main.txt,78,
10,46,do_test.txt-10,91,main.txt,71,
10,46,do_test.txt-10,83,solve_all.txt,58,
10,46,do_test.txt-10,94,fact.txt,69,
10,46,do_test.txt-10,82,main.txt,62,
10,46,do_test.txt-10,94,main.txt,75,
10,46,do_test.txt-10,67,main.txt,54,
10,46,do_test.txt-10,98,main.txt,70,
10,46,do_test.txt-10,32,leastnots.txt,77,
10,46,do_test.txt-10,65,handlecase.txt,44,
10,46,do_test.txt-10,45,_parse_line.txt,64,
10,46,do_test.txt-10,37,main.txt,45,
10,46,do_test.txt-10,43,ans.txt,66,
10,46,do_test.txt-10,83,read_one_line_and_solve.txt,61,
10,46,do_test.txt-10,11,produce_output.txt,69,
10,46,do_test.txt-10,81,main.txt,62,
10,46,do_test.txt-10,12,main.txt,80,
10,46,do_test.txt-10,23,main.txt,80,
10,46,do_test.txt-10,30,main.txt,58,
10,46,do_test.txt-10.100,main.txt,60,
10,46,do_test.txt-10,23,dp.txt,70,
10,46,do_test.txt-10,47,main.txt,44,
10,46,do_test.txt-10,25,main.txt,67,
10,46,do_test.txt-10,43,main.txt,53,
10,46,do_test.txt-10,94,npr.txt,81,
10,46,do_test.txt-10,52,result.txt,51,
10,46,do_test.txt-10,10,main.txt,78,
10,46,do_test.txt-10,88,main.txt,63,
10,46,do_test.txt-10,07,main.txt,54,
10,46,do_test.txt-10,70,max.txt,84,
10,46,do_test.txt-10,33,main.txt,60,
10,46,do_test.txt-10,46,main.txt,62,
10,46,do_test.txt-10,41,main.txt,46,
10,46,do_test.txt-10,21,main1.txt,63,
10,46,do_test.txt-10,11,main.txt,61,
10,46,do_test.txt-10,94,gen_seqs.txt,72,
10,46,do_test.txt-10,21,cmpint.txt,78,
10,46,do_test.txt-10,65,canbemadesup.txt,68,
10,46,do_test.txt-10,17,main.txt,60,
10,46,do_test.txt-10,45,_get_input.txt,61,
10,46,do_test.txt-10,35,main.txt,66,
10,46,do_test.txt-10,38,main.txt,80,
10,46,do_test.txt-10,27,main.txt,72,
10,46,do_test.txt-10,04,main.txt,54,
10,46,do_test.txt-10,44,main.txt,57,
10,46,do_test.txt-10,83,solve_one_puzzle.txt,49,
10,46,do_test.txt-10,70,print_case.txt,74,
10,46,do_test.txt-10,65,main.txt,59,
10,46,do_test.txt-10,52,main.txt,50,
10,46,do_test.txt-10,14,main.txt,47,
10,46,do_test.txt-10,70,main.txt,54,
10,46,do_test.txt-10,66,main.txt,79,
10,46,do_test.txt-10,16,main.txt,42,
10,46,do_test.txt-10,03,nonsurmax.txt,74,
10,46,do_test.txt-10,79,best2.txt,66,
10,46,do_test.txt-10,43,calc.txt,61,
