Study-object,Files,Method,Files,Method,LevenDistance
1,68,ispoweroftwo.txt-1,46,minpot2.txt,47
1,68,ispoweroftwo.txt-1,54,solvesmall.txt,56
1,68,ispoweroftwo.txt-1,5,main.txt,74
1,68,ispoweroftwo.txt-1,77,check.txt,49
1,68,ispoweroftwo.txt-1,42,gcd.txt,55
1,68,ispoweroftwo.txt-1,19,gcd.txt,63
1,56,conv_str2double.txt-1,9,shortest.txt,81
1,56,conv_str2double.txt-1,47,check.txt,76
1,56,conv_str2double.txt-1,30,main.txt,58
1,56,conv_str2double.txt-1,98,main.txt,61
1,56,conv_str2double.txt-1,17,gcd.txt,84
1,56,conv_str2double.txt-1,34,main.txt,62
1,56,conv_str2double.txt-1,65,main.txt,57
1,56,conv_str2double.txt-1,66,main.txt,64
1,56,conv_str2double.txt-1,38,g.txt,78
1,56,conv_str2double.txt-1,80,main.txt,61
1,56,conv_str2double.txt-1,75,powr.txt,74
1,56,conv_str2double.txt-1,11,main.txt,52
1,56,conv_str2double.txt-1,94,main.txt,88
1,56,conv_str2double.txt-1,80,gcd.txt,80
1,56,conv_str2double.txt-1,12,gcd.txt,84
1,56,conv_str2double.txt-1,67,main.txt,59
1,56,conv_str2double.txt-1,57,main.txt,55
1,56,conv_str2double.txt-1,50,main.txt,58
1,56,conv_str2double.txt-1,46,ispot2.txt,73
1,56,conv_str2double.txt-1,12,main.txt,58
1,56,conv_str2double.txt-1,41,betterpower.txt,76
1,56,conv_str2double.txt-1,24,euclid.txt,84
1,56,conv_str2double.txt-1,33,gen.txt,66
1,56,conv_str2double.txt-1,64,t.txt,66
1,56,conv_str2double.txt-1,45,ispow2.txt,72
1,56,conv_str2double.txt-1,41,main.txt,61
1,56,conv_str2double.txt-1,27,desc.txt,84
1,56,conv_str2double.txt-1,40,main.txt,63
1,56,conv_str2double.txt-1,94,read.txt,69
1,56,conv_str2double.txt-1,23,main.txt,60
1,56,conv_str2double.txt-1,59,gcd.txt,80
1,56,conv_str2double.txt-1,10,main.txt,58
1,56,conv_str2double.txt-1,86,mcd.txt,79
1,56,conv_str2double.txt-1,26,gcd.txt,87
1,56,conv_str2double.txt-1,8,gcd.txt,82
1,56,conv_str2double.txt-1,14,main.txt,49
1,56,conv_str2double.txt-1,58,main.txt,62
1,56,conv_str2double.txt-1,83,main.txt,61
1,56,conv_str2double.txt-1,17,main.txt,56
1,56,conv_str2double.txt-1,46,elaboracaso.txt,64
1,56,conv_str2double.txt-1,62,main.txt,57
1,56,conv_str2double.txt-1,20,analyse.txt,64
1,56,conv_str2double.txt-1,60,main.txt,68
1,56,conv_str2double.txt-1,72,main.txt,53
1,56,conv_str2double.txt-1,15,gcd.txt,80
1,56,conv_str2double.txt-1,31,main.txt,50
1,56,conv_str2double.txt-1,16,main.txt,64
1,56,conv_str2double.txt-1,73,main.txt,55
1,56,conv_str2double.txt-1,51,main.txt,69
1,56,conv_str2double.txt-1,76,powerof2.txt,76
1,56,conv_str2double.txt-1,26,main.txt,58
1,56,conv_str2double.txt-1,28,mylog2.txt,82
1,56,conv_str2double.txt-1,63,main.txt,58
1,56,conv_str2double.txt-1,92,gcd.txt,85
1,56,conv_str2double.txt-1,42,solve.txt,76
1,56,conv_str2double.txt-1,46,euclide.txt,75
1,56,conv_str2double.txt-1,90,gcd.txt,82
1,56,conv_str2double.txt-1,1,main.txt,57
1,56,conv_str2double.txt-1,84,main.txt,69
1,56,conv_str2double.txt-1,13,power2.txt,71
1,56,conv_str2double.txt-1,90,ispoweroftwo.txt,75
1,56,conv_str2double.txt-1,70,main.txt,62
1,56,conv_str2double.txt-1,22,ispoweroftwo.txt,73
1,56,conv_str2double.txt-1,50,gcd.txt,80
1,56,conv_str2double.txt-1,89,main.txt,51
1,56,conv_str2double.txt-1,100,gcd.txt,88,
1,56,conv_str2double.txt-1,85,low.txt,56
1,56,conv_str2double.txt-1,4,exec.txt,78
1,56,conv_str2double.txt-1,7,getint.txt,66
1,56,conv_str2double.txt-1,66,gcd.txt,69
1,56,conv_str2double.txt-1,94,test.txt,62
1,56,conv_str2double.txt-1,77,gcd.txt,85
1,56,conv_str2double.txt-1,88,gcd.txt,84
1,56,conv_str2double.txt-1,48,main.txt,50
1,56,conv_str2double.txt-1,2,main.txt,63
1,56,conv_str2double.txt-1,33,main.txt,55
1,56,conv_str2double.txt-1,69,main.txt,53
1,56,conv_str2double.txt-1,35,main.txt,62
1,56,conv_str2double.txt-1,42,main.txt,67
1,56,conv_str2double.txt-1,99,main.txt,57
1,56,conv_str2double.txt-1,82,gcd.txt,78
1,56,conv_str2double.txt-1,96,gcd.txt,87
1,56,conv_str2double.txt-1,22,elf.txt,84
1,56,conv_str2double.txt-1,80,ispoweroftwo.txt,87
1,56,conv_str2double.txt-1,12,is_valid.txt,80
1,56,conv_str2double.txt-1,92,main.txt,51
1,56,conv_str2double.txt-1,64,main.txt,51
1,56,conv_str2double.txt-1,67,gcd.txt,78
1,56,conv_str2double.txt-1,25,main.txt,68
1,56,conv_str2double.txt-1,32,main.txt,54
1,56,conv_str2double.txt-1,41,ispowerof2.txt,72
1,56,conv_str2double.txt-1,18,main.txt,67
1,56,conv_str2double.txt-1,61,gcd.txt,85
1,56,conv_str2double.txt-1,77,search.txt,83
1,56,conv_str2double.txt-1,19,main.txt,57
1,56,conv_str2double.txt-1,9,short_it.txt,66
1,56,conv_str2double.txt-1,54,print_case.txt,87
1,56,conv_str2double.txt-1,24,main.txt,50
1,56,conv_str2double.txt-1,22,gcd.txt,85
1,56,conv_str2double.txt-1,89,gcd.txt,83
1,56,conv_str2double.txt-1,74,gcd.txt,66
1,56,conv_str2double.txt-1,32,find.txt,77
1,56,conv_str2double.txt-1,34,gcd.txt,84
1,56,conv_str2double.txt-1,95,main.txt,61
1,56,conv_str2double.txt-1,28,gcd.txt,81
1,56,conv_str2double.txt-1,58,gcd.txt,81
1,56,conv_str2double.txt-1,51,solve.txt,56
1,56,conv_str2double.txt-1,94,count.txt,87
1,56,conv_str2double.txt-1,47,check1.txt,82
1,56,conv_str2double.txt-1,13,main.txt,63
1,56,conv_str2double.txt-1,68,gcd.txt,75
1,56,conv_str2double.txt-1,29,llg.txt,82
1,56,conv_str2double.txt-1,74,main.txt,53
1,56,conv_str2double.txt-1,91,main.txt,76
1,56,conv_str2double.txt-1,33,check.txt,74
1,56,conv_str2double.txt-1,46,main.txt,62
1,56,conv_str2double.txt-1,43,main.txt,52
1,56,conv_str2double.txt-1,38,main.txt,67
1,56,conv_str2double.txt-1,6,main.txt,57
1,56,conv_str2double.txt-1,85,main.txt,56
1,56,conv_str2double.txt-1,45,getgen.txt,77
1,56,conv_str2double.txt-1,93,gcd.txt,85
1,56,conv_str2double.txt-1,48,bbb.txt,84
1,56,conv_str2double.txt-1,4,calc.txt,76
1,56,conv_str2double.txt-1,71,main.txt,53
1,56,conv_str2double.txt-1,4,common.txt,84
1,56,conv_str2double.txt-1,15,main.txt,63
1,56,conv_str2double.txt-1,91,is_power_of_2.txt,67
1,56,conv_str2double.txt-1,81,main.txt,53
1,56,conv_str2double.txt-1,24,reduction.txt,90
1,56,conv_str2double.txt-1,47,main.txt,66
1,56,conv_str2double.txt-1,39,main.txt,63
1,56,conv_str2double.txt-1,35,lenth.txt,86
1,56,conv_str2double.txt-1,56,main.txt,68
1,56,conv_str2double.txt-1,99,gcd.txt,84
1,56,conv_str2double.txt-1,55,gcd.txt,80
1,56,conv_str2double.txt-1,7,main.txt,51
1,56,conv_str2double.txt-1,9,main.txt,66
1,56,conv_str2double.txt-1,31,gcd.txt,87
1,56,conv_str2double.txt-1,9,test_on_input_errors.txt,77
1,56,conv_str2double.txt-1,66,prov.txt,61
1,56,conv_str2double.txt-1,25,findbig.txt,64
1,56,conv_str2double.txt-1,29,gcd.txt,84
1,56,conv_str2double.txt-1,19,powerofq.txt,78
1,56,conv_str2double.txt-1,79,findgen.txt,58
1,56,conv_str2double.txt-1,44,main.txt,53
1,56,conv_str2double.txt-1,1,gcd.txt,85
1,56,conv_str2double.txt-1,41,gdc.txt,76
1,56,conv_str2double.txt-1,29,powcheck.txt,81
1,56,conv_str2double.txt-1,4,main.txt,56
1,56,conv_str2double.txt-1,13,gcd.txt,82
1,56,conv_str2double.txt-1,46,minpot2.txt,77
1,56,conv_str2double.txt-1,54,solvesmall.txt,73
1,56,conv_str2double.txt-1,5,main.txt,57
1,56,conv_str2double.txt-1,77,check.txt,74
1,56,conv_str2double.txt-1,42,gcd.txt,81
1,56,conv_str2double.txt-1,19,gcd.txt,81
1,56,conv_str2double.txt-1,68,ispoweroftwo.txt,73
1,23,g.txt-1,9,shortest.txt,52
1,23,g.txt-1,47,check.txt,60
1,23,g.txt-1,30,main.txt,88
1,23,g.txt-1,98,main.txt,88
1,23,g.txt-1,17,gcd.txt,35
1,23,g.txt-1,34,main.txt,86
1,23,g.txt-1,65,main.txt,84
1,23,g.txt-1,66,main.txt,85
1,23,g.txt-1,38,g.txt,54
1,23,g.txt-1,80,main.txt,88
1,23,g.txt-1,75,powr.txt,62
1,23,g.txt-1,11,main.txt,85
1,23,g.txt-1,94,main.txt,58
1,23,g.txt-1,80,gcd.txt,49
1,23,g.txt-1,12,gcd.txt,37
1,23,g.txt-1,67,main.txt,89
1,23,g.txt-1,57,main.txt,84
1,23,g.txt-1,50,main.txt,88
1,23,g.txt-1,46,ispot2.txt,63
1,23,g.txt-1,12,main.txt,85
1,23,g.txt-1,41,betterpower.txt,62
1,23,g.txt-1,24,euclid.txt,42
1,23,g.txt-1,33,gen.txt,71
1,23,g.txt-1,64,t.txt,71
1,23,g.txt-1,45,ispow2.txt,65
1,23,g.txt-1,41,main.txt,89
1,23,g.txt-1,27,desc.txt,49
1,23,g.txt-1,40,main.txt,92
1,23,g.txt-1,94,read.txt,78
1,23,g.txt-1,23,main.txt,82
1,23,g.txt-1,59,gcd.txt,51
1,23,g.txt-1,10,main.txt,87
1,23,g.txt-1,86,mcd.txt,52
1,23,g.txt-1,26,gcd.txt,17
1,23,g.txt-1,8,gcd.txt,48
1,23,g.txt-1,14,main.txt,90
1,23,g.txt-1,58,main.txt,87
1,23,g.txt-1,83,main.txt,88
1,23,g.txt-1,17,main.txt,90
1,23,g.txt-1,46,elaboracaso.txt,86
1,23,g.txt-1,62,main.txt,88
1,23,g.txt-1,20,analyse.txt,79
1,23,g.txt-1,60,main.txt,89
1,23,g.txt-1,72,main.txt,89
1,23,g.txt-1,15,gcd.txt,50
1,23,g.txt-1,31,main.txt,86
1,23,g.txt-1,16,main.txt,87
1,23,g.txt-1,73,main.txt,89
1,23,g.txt-1,51,main.txt,79
1,23,g.txt-1,76,powerof2.txt,65
1,23,g.txt-1,26,main.txt,88
1,23,g.txt-1,28,mylog2.txt,55
1,23,g.txt-1,63,main.txt,88
1,23,g.txt-1,92,gcd.txt,37
1,23,g.txt-1,42,solve.txt,63
1,23,g.txt-1,46,euclide.txt,59
1,23,g.txt-1,90,gcd.txt,49
1,23,g.txt-1,1,main.txt,83
1,23,g.txt-1,84,main.txt,79
1,23,g.txt-1,13,power2.txt,67
1,23,g.txt-1,90,ispoweroftwo.txt,63
1,23,g.txt-1,70,main.txt,89
1,23,g.txt-1,22,ispoweroftwo.txt,68
1,23,g.txt-1,50,gcd.txt,59
1,23,g.txt-1,89,main.txt,91
1,23,g.txt-1,100,gcd.txt,11,
1,23,g.txt-1,85,low.txt,79
1,23,g.txt-1,4,exec.txt,68
1,23,g.txt-1,7,getint.txt,74
1,23,g.txt-1,66,gcd.txt,66
1,23,g.txt-1,94,test.txt,83
1,23,g.txt-1,77,gcd.txt,35
1,23,g.txt-1,88,gcd.txt,37
1,23,g.txt-1,48,main.txt,87
1,23,g.txt-1,2,main.txt,90
1,23,g.txt-1,33,main.txt,86
1,23,g.txt-1,69,main.txt,88
1,23,g.txt-1,35,main.txt,90
1,23,g.txt-1,42,main.txt,80
1,23,g.txt-1,99,main.txt,88
1,23,g.txt-1,82,gcd.txt,56
1,23,g.txt-1,96,gcd.txt,18
1,23,g.txt-1,22,elf.txt,47
1,23,g.txt-1,80,ispoweroftwo.txt,39
1,23,g.txt-1,12,is_valid.txt,54
1,23,g.txt-1,92,main.txt,86
1,23,g.txt-1,64,main.txt,86
1,23,g.txt-1,67,gcd.txt,50
1,23,g.txt-1,25,main.txt,89
1,23,g.txt-1,32,main.txt,88
1,23,g.txt-1,41,ispowerof2.txt,65
1,23,g.txt-1,18,main.txt,85
1,23,g.txt-1,61,gcd.txt,39
1,23,g.txt-1,77,search.txt,41
1,23,g.txt-1,19,main.txt,90
1,23,g.txt-1,9,short_it.txt,71
1,23,g.txt-1,54,print_case.txt,62
1,23,g.txt-1,24,main.txt,85
1,23,g.txt-1,22,gcd.txt,44
1,23,g.txt-1,89,gcd.txt,48
1,23,g.txt-1,74,gcd.txt,76
1,23,g.txt-1,32,find.txt,62
1,23,g.txt-1,34,gcd.txt,37
1,23,g.txt-1,95,main.txt,84
1,23,g.txt-1,28,gcd.txt,51
1,23,g.txt-1,58,gcd.txt,51
1,23,g.txt-1,51,solve.txt,77
1,23,g.txt-1,94,count.txt,50
1,23,g.txt-1,47,check1.txt,51
1,23,g.txt-1,13,main.txt,85
1,23,g.txt-1,68,gcd.txt,61
1,23,g.txt-1,29,llg.txt,50
1,23,g.txt-1,74,main.txt,86
1,23,g.txt-1,91,main.txt,96
1,23,g.txt-1,33,check.txt,63
1,23,g.txt-1,46,main.txt,86
1,23,g.txt-1,43,main.txt,87
1,23,g.txt-1,38,main.txt,87
1,23,g.txt-1,6,main.txt,91
1,23,g.txt-1,85,main.txt,92
1,23,g.txt-1,45,getgen.txt,56
1,23,g.txt-1,93,gcd.txt,37
1,23,g.txt-1,48,bbb.txt,45
1,23,g.txt-1,4,calc.txt,57
1,23,g.txt-1,71,main.txt,89
1,23,g.txt-1,4,common.txt,40
1,23,g.txt-1,15,main.txt,82
1,23,g.txt-1,91,is_power_of_2.txt,72
1,23,g.txt-1,81,main.txt,90
1,23,g.txt-1,24,reduction.txt,47
1,23,g.txt-1,47,main.txt,81
1,23,g.txt-1,39,main.txt,93
1,23,g.txt-1,35,lenth.txt,50
1,23,g.txt-1,56,main.txt,79
1,23,g.txt-1,99,gcd.txt,37
1,23,g.txt-1,55,gcd.txt,57
1,23,g.txt-1,7,main.txt,85
1,23,g.txt-1,9,main.txt,80
1,23,g.txt-1,31,gcd.txt,18
1,23,g.txt-1,9,test_on_input_errors.txt,62
1,23,g.txt-1,66,prov.txt,75
1,23,g.txt-1,25,findbig.txt,74
1,23,g.txt-1,29,gcd.txt,39
1,23,g.txt-1,19,powerofq.txt,58
1,23,g.txt-1,79,findgen.txt,76
1,23,g.txt-1,44,main.txt,89
1,23,g.txt-1,1,gcd.txt,37
1,23,g.txt-1,41,gdc.txt,59
1,23,g.txt-1,29,powcheck.txt,53
1,23,g.txt-1,4,main.txt,86
1,23,g.txt-1,13,gcd.txt,47
1,23,g.txt-1,46,minpot2.txt,58
1,23,g.txt-1,54,solvesmall.txt,63
1,23,g.txt-1,5,main.txt,89
1,23,g.txt-1,77,check.txt,61
1,23,g.txt-1,42,gcd.txt,47
1,23,g.txt-1,19,gcd.txt,47
1,23,g.txt-1,68,ispoweroftwo.txt,69
1,23,g.txt-1,56,conv_str2double.txt,88
1,78,main.txt-1,9,shortest.txt,79
1,78,main.txt-1,47,check.txt,73
1,78,main.txt-1,30,main.txt,48
1,78,main.txt-1,98,main.txt,40
1,78,main.txt-1,17,gcd.txt,82
1,78,main.txt-1,34,main.txt,45
1,78,main.txt-1,65,main.txt,30
1,78,main.txt-1,66,main.txt,58
1,78,main.txt-1,38,g.txt,75
1,78,main.txt-1,80,main.txt,48
1,78,main.txt-1,75,powr.txt,72
1,78,main.txt-1,11,main.txt,43
1,78,main.txt-1,94,main.txt,82
1,78,main.txt-1,80,gcd.txt,77
1,78,main.txt-1,12,gcd.txt,82
1,78,main.txt-1,67,main.txt,44
1,78,main.txt-1,57,main.txt,39
1,78,main.txt-1,50,main.txt,54
1,78,main.txt-1,46,ispot2.txt,72
1,78,main.txt-1,12,main.txt,38
1,78,main.txt-1,41,betterpower.txt,74
1,78,main.txt-1,24,euclid.txt,78
1,78,main.txt-1,33,gen.txt,65
1,78,main.txt-1,64,t.txt,67
1,78,main.txt-1,45,ispow2.txt,69
1,78,main.txt-1,41,main.txt,53
1,78,main.txt-1,27,desc.txt,81
1,78,main.txt-1,40,main.txt,61
1,78,main.txt-1,94,read.txt,55
1,78,main.txt-1,23,main.txt,37
1,78,main.txt-1,59,gcd.txt,77
1,78,main.txt-1,10,main.txt,40
1,78,main.txt-1,86,mcd.txt,76
1,78,main.txt-1,26,gcd.txt,85
1,78,main.txt-1,8,gcd.txt,79
1,78,main.txt-1,14,main.txt,50
1,78,main.txt-1,58,main.txt,45
1,78,main.txt-1,83,main.txt,50
1,78,main.txt-1,17,main.txt,50
1,78,main.txt-1,46,elaboracaso.txt,67
1,78,main.txt-1,62,main.txt,47
1,78,main.txt-1,20,analyse.txt,64
1,78,main.txt-1,60,main.txt,52
1,78,main.txt-1,72,main.txt,44
1,78,main.txt-1,15,gcd.txt,77
1,78,main.txt-1,31,main.txt,39
1,78,main.txt-1,16,main.txt,48
1,78,main.txt-1,73,main.txt,50
1,78,main.txt-1,51,main.txt,47
1,78,main.txt-1,76,powerof2.txt,74
1,78,main.txt-1,26,main.txt,46
1,78,main.txt-1,28,mylog2.txt,79
1,78,main.txt-1,63,main.txt,36
1,78,main.txt-1,92,gcd.txt,82
1,78,main.txt-1,42,solve.txt,73
1,78,main.txt-1,46,euclide.txt,73
1,78,main.txt-1,90,gcd.txt,79
1,78,main.txt-1,1,main.txt,42
1,78,main.txt-1,84,main.txt,46
1,78,main.txt-1,13,power2.txt,68
1,78,main.txt-1,90,ispoweroftwo.txt,72
1,78,main.txt-1,70,main.txt,52
1,78,main.txt-1,22,ispoweroftwo.txt,67
1,78,main.txt-1,50,gcd.txt,74
1,78,main.txt-1,89,main.txt,52
1,78,main.txt-1,100,gcd.txt,85,
1,78,main.txt-1,85,low.txt,61
1,78,main.txt-1,4,exec.txt,65
1,78,main.txt-1,7,getint.txt,67
1,78,main.txt-1,66,gcd.txt,66
1,78,main.txt-1,94,test.txt,62
1,78,main.txt-1,77,gcd.txt,82
1,78,main.txt-1,88,gcd.txt,81
1,78,main.txt-1,48,main.txt,50
1,78,main.txt-1,2,main.txt,53
1,78,main.txt-1,33,main.txt,45
1,78,main.txt-1,69,main.txt,42
1,78,main.txt-1,35,main.txt,52
1,78,main.txt-1,42,main.txt,42
1,78,main.txt-1,99,main.txt,42
1,78,main.txt-1,82,gcd.txt,75
1,78,main.txt-1,96,gcd.txt,85
1,78,main.txt-1,22,elf.txt,81
1,78,main.txt-1,80,ispoweroftwo.txt,84
1,78,main.txt-1,12,is_valid.txt,77
1,78,main.txt-1,92,main.txt,41
1,78,main.txt-1,64,main.txt,45
1,78,main.txt-1,67,gcd.txt,75
1,78,main.txt-1,25,main.txt,60
1,78,main.txt-1,32,main.txt,47
1,78,main.txt-1,41,ispowerof2.txt,70
1,78,main.txt-1,18,main.txt,53
1,78,main.txt-1,61,gcd.txt,83
1,78,main.txt-1,77,search.txt,80
1,78,main.txt-1,19,main.txt,53
1,78,main.txt-1,9,short_it.txt,66
1,78,main.txt-1,54,print_case.txt,80
1,78,main.txt-1,24,main.txt,45
1,78,main.txt-1,22,gcd.txt,82
1,78,main.txt-1,89,gcd.txt,80
1,78,main.txt-1,74,gcd.txt,63
1,78,main.txt-1,32,find.txt,72
1,78,main.txt-1,34,gcd.txt,82
1,78,main.txt-1,95,main.txt,34
1,78,main.txt-1,28,gcd.txt,78
1,78,main.txt-1,58,gcd.txt,77
1,78,main.txt-1,51,solve.txt,56
1,78,main.txt-1,94,count.txt,83
1,78,main.txt-1,47,check1.txt,80
1,78,main.txt-1,13,main.txt,35
1,78,main.txt-1,68,gcd.txt,71
1,78,main.txt-1,29,llg.txt,80
1,78,main.txt-1,74,main.txt,40
1,78,main.txt-1,91,main.txt,77
1,78,main.txt-1,33,check.txt,73
1,78,main.txt-1,46,main.txt,54
1,78,main.txt-1,43,main.txt,37
1,78,main.txt-1,38,main.txt,52
1,78,main.txt-1,6,main.txt,52
1,78,main.txt-1,85,main.txt,60
1,78,main.txt-1,45,getgen.txt,74
1,78,main.txt-1,93,gcd.txt,82
1,78,main.txt-1,48,bbb.txt,81
1,78,main.txt-1,4,calc.txt,73
1,78,main.txt-1,71,main.txt,44
1,78,main.txt-1,4,common.txt,82
1,78,main.txt-1,15,main.txt,40
1,78,main.txt-1,91,is_power_of_2.txt,67
1,78,main.txt-1,81,main.txt,48
1,78,main.txt-1,24,reduction.txt,88
1,78,main.txt-1,47,main.txt,43
1,78,main.txt-1,39,main.txt,61
1,78,main.txt-1,35,lenth.txt,82
1,78,main.txt-1,56,main.txt,41
1,78,main.txt-1,99,gcd.txt,82
1,78,main.txt-1,55,gcd.txt,74
1,78,main.txt-1,7,main.txt,51
1,78,main.txt-1,9,main.txt,39
1,78,main.txt-1,31,gcd.txt,85
1,78,main.txt-1,9,test_on_input_errors.txt,75
1,78,main.txt-1,66,prov.txt,56
1,78,main.txt-1,25,findbig.txt,59
1,78,main.txt-1,29,gcd.txt,82
1,78,main.txt-1,19,powerofq.txt,75
1,78,main.txt-1,79,findgen.txt,58
1,78,main.txt-1,44,main.txt,44
1,78,main.txt-1,1,gcd.txt,82
1,78,main.txt-1,41,gdc.txt,73
1,78,main.txt-1,29,powcheck.txt,78
1,78,main.txt-1,4,main.txt,48
1,78,main.txt-1,13,gcd.txt,79
1,78,main.txt-1,46,minpot2.txt,74
1,78,main.txt-1,54,solvesmall.txt,71
1,78,main.txt-1,5,main.txt,48
1,78,main.txt-1,77,check.txt,71
1,78,main.txt-1,42,gcd.txt,78
1,78,main.txt-1,19,gcd.txt,77
1,78,main.txt-1,68,ispoweroftwo.txt,66
1,78,main.txt-1,56,conv_str2double.txt,59
1,78,main.txt-1,23,g.txt,86
1,38,cc.txt-1,9,shortest.txt,43
1,38,cc.txt-1,47,check.txt,39
1,38,cc.txt-1,30,main.txt,78
1,38,cc.txt-1,98,main.txt,77
1,38,cc.txt-1,17,gcd.txt,49
1,38,cc.txt-1,34,main.txt,75
1,38,cc.txt-1,65,main.txt,69
1,38,cc.txt-1,66,main.txt,76
1,38,cc.txt-1,38,g.txt,27
1,38,cc.txt-1,80,main.txt,78
1,38,cc.txt-1,75,powr.txt,32
1,38,cc.txt-1,11,main.txt,69
1,38,cc.txt-1,94,main.txt,70
1,38,cc.txt-1,80,gcd.txt,41
1,38,cc.txt-1,12,gcd.txt,47
1,38,cc.txt-1,67,main.txt,79
1,38,cc.txt-1,57,main.txt,69
1,38,cc.txt-1,50,main.txt,77
1,38,cc.txt-1,46,ispot2.txt,38
1,38,cc.txt-1,12,main.txt,71
1,38,cc.txt-1,41,betterpower.txt,42
1,38,cc.txt-1,24,euclid.txt,61
1,38,cc.txt-1,33,gen.txt,48
1,38,cc.txt-1,64,t.txt,44
1,38,cc.txt-1,45,ispow2.txt,41
1,38,cc.txt-1,41,main.txt,80
1,38,cc.txt-1,27,desc.txt,45
1,38,cc.txt-1,40,main.txt,85
1,38,cc.txt-1,94,read.txt,68
1,38,cc.txt-1,23,main.txt,69
1,38,cc.txt-1,59,gcd.txt,41
1,38,cc.txt-1,10,main.txt,74
1,38,cc.txt-1,86,mcd.txt,36
1,38,cc.txt-1,26,gcd.txt,57
1,38,cc.txt-1,8,gcd.txt,39
1,38,cc.txt-1,14,main.txt,80
1,38,cc.txt-1,58,main.txt,77
1,38,cc.txt-1,83,main.txt,78
1,38,cc.txt-1,17,main.txt,81
1,38,cc.txt-1,46,elaboracaso.txt,74
1,38,cc.txt-1,62,main.txt,78
1,38,cc.txt-1,20,analyse.txt,63
1,38,cc.txt-1,60,main.txt,79
1,38,cc.txt-1,72,main.txt,78
1,38,cc.txt-1,15,gcd.txt,40
1,38,cc.txt-1,31,main.txt,73
1,38,cc.txt-1,16,main.txt,76
1,38,cc.txt-1,73,main.txt,77
1,38,cc.txt-1,51,main.txt,64
1,38,cc.txt-1,76,powerof2.txt,37
1,38,cc.txt-1,26,main.txt,78
1,38,cc.txt-1,28,mylog2.txt,50
1,38,cc.txt-1,63,main.txt,78
1,38,cc.txt-1,92,gcd.txt,46
1,38,cc.txt-1,42,solve.txt,52
1,38,cc.txt-1,46,euclide.txt,39
1,38,cc.txt-1,90,gcd.txt,40
1,38,cc.txt-1,1,main.txt,68
1,38,cc.txt-1,84,main.txt,65
1,38,cc.txt-1,13,power2.txt,36
1,38,cc.txt-1,90,ispoweroftwo.txt,35
1,38,cc.txt-1,70,main.txt,78
1,38,cc.txt-1,22,ispoweroftwo.txt,45
1,38,cc.txt-1,50,gcd.txt,48
1,38,cc.txt-1,89,main.txt,81
1,38,cc.txt-1,100,gcd.txt,62,
1,38,cc.txt-1,85,low.txt,57
1,38,cc.txt-1,4,exec.txt,60
1,38,cc.txt-1,7,getint.txt,51
1,38,cc.txt-1,66,gcd.txt,44
1,38,cc.txt-1,94,test.txt,73
1,38,cc.txt-1,77,gcd.txt,51
1,38,cc.txt-1,88,gcd.txt,47
1,38,cc.txt-1,48,main.txt,74
1,38,cc.txt-1,2,main.txt,81
1,38,cc.txt-1,33,main.txt,75
1,38,cc.txt-1,69,main.txt,78
1,38,cc.txt-1,35,main.txt,82
1,38,cc.txt-1,42,main.txt,68
1,38,cc.txt-1,99,main.txt,76
1,38,cc.txt-1,82,gcd.txt,44
1,38,cc.txt-1,96,gcd.txt,57
1,38,cc.txt-1,22,elf.txt,50
1,38,cc.txt-1,80,ispoweroftwo.txt,59
1,38,cc.txt-1,12,is_valid.txt,48
1,38,cc.txt-1,92,main.txt,71
1,38,cc.txt-1,64,main.txt,72
1,38,cc.txt-1,67,gcd.txt,41
1,38,cc.txt-1,25,main.txt,82
1,38,cc.txt-1,32,main.txt,76
1,38,cc.txt-1,41,ispowerof2.txt,39
1,38,cc.txt-1,18,main.txt,76
1,38,cc.txt-1,61,gcd.txt,46
1,38,cc.txt-1,77,search.txt,54
1,38,cc.txt-1,19,main.txt,81
1,38,cc.txt-1,9,short_it.txt,47
1,38,cc.txt-1,54,print_case.txt,70
1,38,cc.txt-1,24,main.txt,69
1,38,cc.txt-1,22,gcd.txt,48
1,38,cc.txt-1,89,gcd.txt,52
1,38,cc.txt-1,74,gcd.txt,59
1,38,cc.txt-1,32,find.txt,52
1,38,cc.txt-1,34,gcd.txt,47
1,38,cc.txt-1,95,main.txt,73
1,38,cc.txt-1,28,gcd.txt,45
1,38,cc.txt-1,58,gcd.txt,41
1,38,cc.txt-1,51,solve.txt,53
1,38,cc.txt-1,94,count.txt,66
1,38,cc.txt-1,47,check1.txt,42
1,38,cc.txt-1,13,main.txt,73
1,38,cc.txt-1,68,gcd.txt,40
1,38,cc.txt-1,29,llg.txt,40
1,38,cc.txt-1,74,main.txt,74
1,38,cc.txt-1,91,main.txt,92
1,38,cc.txt-1,33,check.txt,38
1,38,cc.txt-1,46,main.txt,75
1,38,cc.txt-1,43,main.txt,74
1,38,cc.txt-1,38,main.txt,77
1,38,cc.txt-1,6,main.txt,81
1,38,cc.txt-1,85,main.txt,85
1,38,cc.txt-1,45,getgen.txt,46
1,38,cc.txt-1,93,gcd.txt,46
1,38,cc.txt-1,48,bbb.txt,49
1,38,cc.txt-1,4,calc.txt,37
1,38,cc.txt-1,71,main.txt,78
1,38,cc.txt-1,4,common.txt,49
1,38,cc.txt-1,15,main.txt,69
1,38,cc.txt-1,91,is_power_of_2.txt,48
1,38,cc.txt-1,81,main.txt,79
1,38,cc.txt-1,24,reduction.txt,72
