Study-object,Files,Method,Files,Method,LevenDistance
1,85,low.txt-1,42,solve.txt,66
1,85,low.txt-1,46,euclide.txt,58
1,85,low.txt-1,90,gcd.txt,66
1,85,low.txt-1,1,main.txt,55
1,85,low.txt-1,84,main.txt,69
1,85,low.txt-1,13,power2.txt,56
1,85,low.txt-1,90,ispoweroftwo.txt,58
1,85,low.txt-1,70,main.txt,63
1,85,low.txt-1,22,ispoweroftwo.txt,61
1,85,low.txt-1,50,gcd.txt,66
1,85,low.txt-1,89,main.txt,65
1,85,low.txt-1,100,gcd.txt,79,
1,4,exec.txt-1,9,shortest.txt,57
1,4,exec.txt-1,47,check.txt,61
1,4,exec.txt-1,30,main.txt,74
1,4,exec.txt-1,98,main.txt,71
1,4,exec.txt-1,17,gcd.txt,61
1,4,exec.txt-1,34,main.txt,68
1,4,exec.txt-1,65,main.txt,59
1,4,exec.txt-1,66,main.txt,66
1,4,exec.txt-1,38,g.txt,58
1,4,exec.txt-1,80,main.txt,71
1,4,exec.txt-1,75,powr.txt,65
1,4,exec.txt-1,11,main.txt,63
1,4,exec.txt-1,94,main.txt,73
1,4,exec.txt-1,80,gcd.txt,59
1,4,exec.txt-1,12,gcd.txt,60
1,4,exec.txt-1,67,main.txt,74
1,4,exec.txt-1,57,main.txt,65
1,4,exec.txt-1,50,main.txt,71
1,4,exec.txt-1,46,ispot2.txt,63
1,4,exec.txt-1,12,main.txt,67
1,4,exec.txt-1,41,betterpower.txt,61
1,4,exec.txt-1,24,euclid.txt,65
1,4,exec.txt-1,33,gen.txt,64
1,4,exec.txt-1,64,t.txt,62
1,4,exec.txt-1,45,ispow2.txt,61
1,4,exec.txt-1,41,main.txt,75
1,4,exec.txt-1,27,desc.txt,69
1,4,exec.txt-1,40,main.txt,82
1,4,exec.txt-1,94,read.txt,60
1,4,exec.txt-1,23,main.txt,61
1,4,exec.txt-1,59,gcd.txt,53
1,4,exec.txt-1,10,main.txt,67
1,4,exec.txt-1,86,mcd.txt,62
1,4,exec.txt-1,26,gcd.txt,64
1,4,exec.txt-1,8,gcd.txt,62
1,4,exec.txt-1,14,main.txt,76
1,4,exec.txt-1,58,main.txt,69
1,4,exec.txt-1,83,main.txt,72
1,4,exec.txt-1,17,main.txt,76
1,4,exec.txt-1,46,elaboracaso.txt,65
1,4,exec.txt-1,62,main.txt,72
1,4,exec.txt-1,20,analyse.txt,64
1,4,exec.txt-1,60,main.txt,73
1,4,exec.txt-1,72,main.txt,74
1,4,exec.txt-1,15,gcd.txt,56
1,4,exec.txt-1,31,main.txt,68
1,4,exec.txt-1,16,main.txt,72
1,4,exec.txt-1,73,main.txt,72
1,4,exec.txt-1,51,main.txt,60
1,4,exec.txt-1,76,powerof2.txt,69
1,4,exec.txt-1,26,main.txt,74
1,4,exec.txt-1,28,mylog2.txt,67
1,4,exec.txt-1,63,main.txt,69
1,4,exec.txt-1,92,gcd.txt,61
1,4,exec.txt-1,42,solve.txt,56
1,4,exec.txt-1,46,euclide.txt,57
1,4,exec.txt-1,90,gcd.txt,62
1,4,exec.txt-1,1,main.txt,62
1,4,exec.txt-1,84,main.txt,57
1,4,exec.txt-1,13,power2.txt,59
1,4,exec.txt-1,90,ispoweroftwo.txt,63
1,4,exec.txt-1,70,main.txt,74
1,4,exec.txt-1,22,ispoweroftwo.txt,69
1,4,exec.txt-1,50,gcd.txt,62
1,4,exec.txt-1,89,main.txt,78
1,4,exec.txt-1,100,gcd.txt,68,
1,4,exec.txt-1,85,low.txt,65
1,7,getint.txt-1,9,shortest.txt,61
1,7,getint.txt-1,47,check.txt,49
1,7,getint.txt-1,30,main.txt,69
1,7,getint.txt-1,98,main.txt,71
1,7,getint.txt-1,17,gcd.txt,66
1,7,getint.txt-1,34,main.txt,68
1,7,getint.txt-1,65,main.txt,62
1,7,getint.txt-1,66,main.txt,68
1,7,getint.txt-1,38,g.txt,56
1,7,getint.txt-1,80,main.txt,72
1,7,getint.txt-1,75,powr.txt,52
1,7,getint.txt-1,11,main.txt,59
1,7,getint.txt-1,94,main.txt,76
1,7,getint.txt-1,80,gcd.txt,57
1,7,getint.txt-1,12,gcd.txt,66
1,7,getint.txt-1,67,main.txt,74
1,7,getint.txt-1,57,main.txt,61
1,7,getint.txt-1,50,main.txt,71
1,7,getint.txt-1,46,ispot2.txt,44
1,7,getint.txt-1,12,main.txt,64
1,7,getint.txt-1,41,betterpower.txt,58
1,7,getint.txt-1,24,euclid.txt,70
1,7,getint.txt-1,33,gen.txt,43
1,7,getint.txt-1,64,t.txt,51
1,7,getint.txt-1,45,ispow2.txt,53
1,7,getint.txt-1,41,main.txt,74
1,7,getint.txt-1,27,desc.txt,59
1,7,getint.txt-1,40,main.txt,80
1,7,getint.txt-1,94,read.txt,61
1,7,getint.txt-1,23,main.txt,62
1,7,getint.txt-1,59,gcd.txt,60
1,7,getint.txt-1,10,main.txt,66
1,7,getint.txt-1,86,mcd.txt,58
1,7,getint.txt-1,26,gcd.txt,72
1,7,getint.txt-1,8,gcd.txt,57
1,7,getint.txt-1,14,main.txt,71
1,7,getint.txt-1,58,main.txt,69
1,7,getint.txt-1,83,main.txt,70
1,7,getint.txt-1,17,main.txt,74
1,7,getint.txt-1,46,elaboracaso.txt,70
1,7,getint.txt-1,62,main.txt,70
1,7,getint.txt-1,20,analyse.txt,63
1,7,getint.txt-1,60,main.txt,74
1,7,getint.txt-1,72,main.txt,69
1,7,getint.txt-1,15,gcd.txt,60
1,7,getint.txt-1,31,main.txt,62
1,7,getint.txt-1,16,main.txt,70
1,7,getint.txt-1,73,main.txt,70
1,7,getint.txt-1,51,main.txt,63
1,7,getint.txt-1,76,powerof2.txt,58
1,7,getint.txt-1,26,main.txt,69
1,7,getint.txt-1,28,mylog2.txt,57
1,7,getint.txt-1,63,main.txt,69
1,7,getint.txt-1,92,gcd.txt,67
1,7,getint.txt-1,42,solve.txt,60
1,7,getint.txt-1,46,euclide.txt,51
1,7,getint.txt-1,90,gcd.txt,58
1,7,getint.txt-1,1,main.txt,61
1,7,getint.txt-1,84,main.txt,64
1,7,getint.txt-1,13,power2.txt,48
1,7,getint.txt-1,90,ispoweroftwo.txt,57
1,7,getint.txt-1,70,main.txt,71
1,7,getint.txt-1,22,ispoweroftwo.txt,61
1,7,getint.txt-1,50,gcd.txt,58
1,7,getint.txt-1,89,main.txt,73
1,7,getint.txt-1,100,gcd.txt,73,
1,7,getint.txt-1,85,low.txt,47
1,7,getint.txt-1,4,exec.txt,64
1,66,gcd.txt-1,9,shortest.txt,50
1,66,gcd.txt-1,47,check.txt,46
1,66,gcd.txt-1,30,main.txt,72
1,66,gcd.txt-1,98,main.txt,71
1,66,gcd.txt-1,17,gcd.txt,58
1,66,gcd.txt-1,34,main.txt,69
1,66,gcd.txt-1,65,main.txt,61
1,66,gcd.txt-1,66,main.txt,69
1,66,gcd.txt-1,38,g.txt,46
1,66,gcd.txt-1,80,main.txt,72
1,66,gcd.txt-1,75,powr.txt,45
1,66,gcd.txt-1,11,main.txt,62
1,66,gcd.txt-1,94,main.txt,73
1,66,gcd.txt-1,80,gcd.txt,46
1,66,gcd.txt-1,12,gcd.txt,55
1,66,gcd.txt-1,67,main.txt,73
1,66,gcd.txt-1,57,main.txt,61
1,66,gcd.txt-1,50,main.txt,72
1,66,gcd.txt-1,46,ispot2.txt,45
1,66,gcd.txt-1,12,main.txt,63
1,66,gcd.txt-1,41,betterpower.txt,51
1,66,gcd.txt-1,24,euclid.txt,60
1,66,gcd.txt-1,33,gen.txt,34
1,66,gcd.txt-1,64,t.txt,44
1,66,gcd.txt-1,45,ispow2.txt,41
1,66,gcd.txt-1,41,main.txt,76
1,66,gcd.txt-1,27,desc.txt,56
1,66,gcd.txt-1,40,main.txt,82
1,66,gcd.txt-1,94,read.txt,58
1,66,gcd.txt-1,23,main.txt,61
1,66,gcd.txt-1,59,gcd.txt,49
1,66,gcd.txt-1,10,main.txt,68
1,66,gcd.txt-1,86,mcd.txt,44
1,66,gcd.txt-1,26,gcd.txt,65
1,66,gcd.txt-1,8,gcd.txt,49
1,66,gcd.txt-1,14,main.txt,75
1,66,gcd.txt-1,58,main.txt,71
1,66,gcd.txt-1,83,main.txt,74
1,66,gcd.txt-1,17,main.txt,76
1,66,gcd.txt-1,46,elaboracaso.txt,69
1,66,gcd.txt-1,62,main.txt,73
1,66,gcd.txt-1,20,analyse.txt,54
1,66,gcd.txt-1,60,main.txt,73
1,66,gcd.txt-1,72,main.txt,72
1,66,gcd.txt-1,15,gcd.txt,48
1,66,gcd.txt-1,31,main.txt,66
1,66,gcd.txt-1,16,main.txt,70
1,66,gcd.txt-1,73,main.txt,73
1,66,gcd.txt-1,51,main.txt,63
1,66,gcd.txt-1,76,powerof2.txt,55
1,66,gcd.txt-1,26,main.txt,72
1,66,gcd.txt-1,28,mylog2.txt,52
1,66,gcd.txt-1,63,main.txt,71
1,66,gcd.txt-1,92,gcd.txt,58
1,66,gcd.txt-1,42,solve.txt,50
1,66,gcd.txt-1,46,euclide.txt,33
1,66,gcd.txt-1,90,gcd.txt,52
1,66,gcd.txt-1,1,main.txt,60
1,66,gcd.txt-1,84,main.txt,64
1,66,gcd.txt-1,13,power2.txt,41
1,66,gcd.txt-1,90,ispoweroftwo.txt,43
1,66,gcd.txt-1,70,main.txt,74
1,66,gcd.txt-1,22,ispoweroftwo.txt,58
1,66,gcd.txt-1,50,gcd.txt,58
1,66,gcd.txt-1,89,main.txt,77
1,66,gcd.txt-1,100,gcd.txt,64,
1,66,gcd.txt-1,85,low.txt,51
1,66,gcd.txt-1,4,exec.txt,58
1,66,gcd.txt-1,7,getint.txt,48
1,94,test.txt-1,9,shortest.txt,76
1,94,test.txt-1,47,check.txt,70
1,94,test.txt-1,30,main.txt,58
1,94,test.txt-1,98,main.txt,58
1,94,test.txt-1,17,gcd.txt,80
1,94,test.txt-1,34,main.txt,57
1,94,test.txt-1,65,main.txt,58
1,94,test.txt-1,66,main.txt,46
1,94,test.txt-1,38,g.txt,73
1,94,test.txt-1,80,main.txt,56
1,94,test.txt-1,75,powr.txt,72
1,94,test.txt-1,11,main.txt,59
1,94,test.txt-1,94,main.txt,83
1,94,test.txt-1,80,gcd.txt,75
1,94,test.txt-1,12,gcd.txt,80
1,94,test.txt-1,67,main.txt,55
1,94,test.txt-1,57,main.txt,50
1,94,test.txt-1,50,main.txt,57
1,94,test.txt-1,46,ispot2.txt,69
1,94,test.txt-1,12,main.txt,57
1,94,test.txt-1,41,betterpower.txt,71
1,94,test.txt-1,24,euclid.txt,78
1,94,test.txt-1,33,gen.txt,61
1,94,test.txt-1,64,t.txt,64
1,94,test.txt-1,45,ispow2.txt,68
1,94,test.txt-1,41,main.txt,54
1,94,test.txt-1,27,desc.txt,78
1,94,test.txt-1,40,main.txt,62
1,94,test.txt-1,94,read.txt,47
1,94,test.txt-1,23,main.txt,64
1,94,test.txt-1,59,gcd.txt,75
1,94,test.txt-1,10,main.txt,59
1,94,test.txt-1,86,mcd.txt,74
1,94,test.txt-1,26,gcd.txt,83
1,94,test.txt-1,8,gcd.txt,76
1,94,test.txt-1,14,main.txt,61
1,94,test.txt-1,58,main.txt,58
1,94,test.txt-1,83,main.txt,54
1,94,test.txt-1,17,main.txt,58
1,94,test.txt-1,46,elaboracaso.txt,54
1,94,test.txt-1,62,main.txt,58
1,94,test.txt-1,20,analyse.txt,65
1,94,test.txt-1,60,main.txt,57
1,94,test.txt-1,72,main.txt,60
1,94,test.txt-1,15,gcd.txt,75
1,94,test.txt-1,31,main.txt,52
1,94,test.txt-1,16,main.txt,56
1,94,test.txt-1,73,main.txt,58
1,94,test.txt-1,51,main.txt,60
1,94,test.txt-1,76,powerof2.txt,72
1,94,test.txt-1,26,main.txt,57
1,94,test.txt-1,28,mylog2.txt,76
1,94,test.txt-1,63,main.txt,52
1,94,test.txt-1,92,gcd.txt,81
1,94,test.txt-1,42,solve.txt,70
1,94,test.txt-1,46,euclide.txt,70
1,94,test.txt-1,90,gcd.txt,78
1,94,test.txt-1,1,main.txt,54
1,94,test.txt-1,84,main.txt,59
1,94,test.txt-1,13,power2.txt,69
1,94,test.txt-1,90,ispoweroftwo.txt,70
1,94,test.txt-1,70,main.txt,52
1,94,test.txt-1,22,ispoweroftwo.txt,70
1,94,test.txt-1,50,gcd.txt,75
1,94,test.txt-1,89,main.txt,64
1,94,test.txt-1,100,gcd.txt,82,
1,94,test.txt-1,85,low.txt,61
1,94,test.txt-1,4,exec.txt,62
1,94,test.txt-1,7,getint.txt,65
1,94,test.txt-1,66,gcd.txt,61
1,77,gcd.txt-1,9,shortest.txt,38
1,77,gcd.txt-1,47,check.txt,50
1,77,gcd.txt-1,30,main.txt,86
1,77,gcd.txt-1,98,main.txt,85
1,77,gcd.txt-1,17,gcd.txt,34
1,77,gcd.txt-1,34,main.txt,84
1,77,gcd.txt-1,65,main.txt,80
1,77,gcd.txt-1,66,main.txt,82
1,77,gcd.txt-1,38,g.txt,45
1,77,gcd.txt-1,80,main.txt,86
1,77,gcd.txt-1,75,powr.txt,51
1,77,gcd.txt-1,11,main.txt,81
1,77,gcd.txt-1,94,main.txt,54
1,77,gcd.txt-1,80,gcd.txt,43
1,77,gcd.txt-1,12,gcd.txt,21
1,77,gcd.txt-1,67,main.txt,87
1,77,gcd.txt-1,57,main.txt,80
1,77,gcd.txt-1,50,main.txt,86
1,77,gcd.txt-1,46,ispot2.txt,54
1,77,gcd.txt-1,12,main.txt,82
1,77,gcd.txt-1,41,betterpower.txt,57
1,77,gcd.txt-1,24,euclid.txt,48
1,77,gcd.txt-1,33,gen.txt,60
1,77,gcd.txt-1,64,t.txt,65
1,77,gcd.txt-1,45,ispow2.txt,57
1,77,gcd.txt-1,41,main.txt,87
1,77,gcd.txt-1,27,desc.txt,49
1,77,gcd.txt-1,40,main.txt,91
1,77,gcd.txt-1,94,read.txt,73
1,77,gcd.txt-1,23,main.txt,80
1,77,gcd.txt-1,59,gcd.txt,36
1,77,gcd.txt-1,10,main.txt,84
1,77,gcd.txt-1,86,mcd.txt,34
1,77,gcd.txt-1,26,gcd.txt,37
1,77,gcd.txt-1,8,gcd.txt,41
1,77,gcd.txt-1,14,main.txt,87
1,77,gcd.txt-1,58,main.txt,85
1,77,gcd.txt-1,83,main.txt,86
1,77,gcd.txt-1,17,main.txt,88
1,77,gcd.txt-1,46,elaboracaso.txt,82
1,77,gcd.txt-1,62,main.txt,86
1,77,gcd.txt-1,20,analyse.txt,73
1,77,gcd.txt-1,60,main.txt,86
1,77,gcd.txt-1,72,main.txt,86
1,77,gcd.txt-1,15,gcd.txt,34
1,77,gcd.txt-1,31,main.txt,83
1,77,gcd.txt-1,16,main.txt,85
1,77,gcd.txt-1,73,main.txt,86
1,77,gcd.txt-1,51,main.txt,74
1,77,gcd.txt-1,76,powerof2.txt,52
1,77,gcd.txt-1,26,main.txt,86
1,77,gcd.txt-1,28,mylog2.txt,50
1,77,gcd.txt-1,63,main.txt,85
1,77,gcd.txt-1,92,gcd.txt,12
1,77,gcd.txt-1,42,solve.txt,53
1,77,gcd.txt-1,46,euclide.txt,47
1,77,gcd.txt-1,90,gcd.txt,43
1,77,gcd.txt-1,1,main.txt,79
1,77,gcd.txt-1,84,main.txt,75
1,77,gcd.txt-1,13,power2.txt,56
1,77,gcd.txt-1,90,ispoweroftwo.txt,52
1,77,gcd.txt-1,70,main.txt,86
1,77,gcd.txt-1,22,ispoweroftwo.txt,59
1,77,gcd.txt-1,50,gcd.txt,55
1,77,gcd.txt-1,89,main.txt,89
1,77,gcd.txt-1,100,gcd.txt,31,
1,77,gcd.txt-1,85,low.txt,75
1,77,gcd.txt-1,4,exec.txt,65
1,77,gcd.txt-1,7,getint.txt,69
1,77,gcd.txt-1,66,gcd.txt,55
1,77,gcd.txt-1,94,test.txt,80
1,88,gcd.txt-1,9,shortest.txt,24
1,88,gcd.txt-1,47,check.txt,48
1,88,gcd.txt-1,30,main.txt,85
1,88,gcd.txt-1,98,main.txt,84
1,88,gcd.txt-1,17,gcd.txt,25
1,88,gcd.txt-1,34,main.txt,82
1,88,gcd.txt-1,65,main.txt,78
1,88,gcd.txt-1,66,main.txt,81
1,88,gcd.txt-1,38,g.txt,38
1,88,gcd.txt-1,80,main.txt,84
1,88,gcd.txt-1,75,powr.txt,50
1,88,gcd.txt-1,11,main.txt,80
1,88,gcd.txt-1,94,main.txt,59
1,88,gcd.txt-1,80,gcd.txt,34
1,88,gcd.txt-1,12,gcd.txt,0
1,88,gcd.txt-1,67,main.txt,86
1,88,gcd.txt-1,57,main.txt,79
1,88,gcd.txt-1,50,main.txt,84
1,88,gcd.txt-1,46,ispot2.txt,52
1,88,gcd.txt-1,12,main.txt,80
1,88,gcd.txt-1,41,betterpower.txt,51
1,88,gcd.txt-1,24,euclid.txt,52
1,88,gcd.txt-1,33,gen.txt,64
1,88,gcd.txt-1,64,t.txt,58
1,88,gcd.txt-1,45,ispow2.txt,53
1,88,gcd.txt-1,41,main.txt,86
1,88,gcd.txt-1,27,desc.txt,48
1,88,gcd.txt-1,40,main.txt,90
1,88,gcd.txt-1,94,read.txt,73
1,88,gcd.txt-1,23,main.txt,79
1,88,gcd.txt-1,59,gcd.txt,33
1,88,gcd.txt-1,10,main.txt,83
1,88,gcd.txt-1,86,mcd.txt,41
1,88,gcd.txt-1,26,gcd.txt,24
1,88,gcd.txt-1,8,gcd.txt,37
1,88,gcd.txt-1,14,main.txt,86
1,88,gcd.txt-1,58,main.txt,83
1,88,gcd.txt-1,83,main.txt,85
1,88,gcd.txt-1,17,main.txt,87
1,88,gcd.txt-1,46,elaboracaso.txt,81
1,88,gcd.txt-1,62,main.txt,84
1,88,gcd.txt-1,20,analyse.txt,70
1,88,gcd.txt-1,60,main.txt,85
1,88,gcd.txt-1,72,main.txt,85
1,88,gcd.txt-1,15,gcd.txt,21
1,88,gcd.txt-1,31,main.txt,81
1,88,gcd.txt-1,16,main.txt,84
1,88,gcd.txt-1,73,main.txt,85
1,88,gcd.txt-1,51,main.txt,74
1,88,gcd.txt-1,76,powerof2.txt,58
1,88,gcd.txt-1,26,main.txt,85
1,88,gcd.txt-1,28,mylog2.txt,50
1,88,gcd.txt-1,63,main.txt,84
1,88,gcd.txt-1,92,gcd.txt,10
1,88,gcd.txt-1,42,solve.txt,54
1,88,gcd.txt-1,46,euclide.txt,37
1,88,gcd.txt-1,90,gcd.txt,38
1,88,gcd.txt-1,1,main.txt,78
1,88,gcd.txt-1,84,main.txt,73
1,88,gcd.txt-1,13,power2.txt,53
1,88,gcd.txt-1,90,ispoweroftwo.txt,53
1,88,gcd.txt-1,70,main.txt,86
1,88,gcd.txt-1,22,ispoweroftwo.txt,60
1,88,gcd.txt-1,50,gcd.txt,49
1,88,gcd.txt-1,89,main.txt,87
1,88,gcd.txt-1,100,gcd.txt,36,
1,88,gcd.txt-1,85,low.txt,73
1,88,gcd.txt-1,4,exec.txt,60
1,88,gcd.txt-1,7,getint.txt,66
1,88,gcd.txt-1,66,gcd.txt,55
1,88,gcd.txt-1,94,test.txt,80
1,88,gcd.txt-1,77,gcd.txt,21
1,48,main.txt-1,9,shortest.txt,81
1,48,main.txt-1,47,check.txt,75
1,48,main.txt-1,30,main.txt,46
1,48,main.txt-1,98,main.txt,50
1,48,main.txt-1,17,gcd.txt,83
1,48,main.txt-1,34,main.txt,46
1,48,main.txt-1,65,main.txt,40
1,48,main.txt-1,66,main.txt,61
1,48,main.txt-1,38,g.txt,77
1,48,main.txt-1,80,main.txt,52
1,48,main.txt-1,75,powr.txt,74
1,48,main.txt-1,11,main.txt,29
1,48,main.txt-1,94,main.txt,84
1,48,main.txt-1,80,gcd.txt,79
1,48,main.txt-1,12,gcd.txt,83
1,48,main.txt-1,67,main.txt,52
1,48,main.txt-1,57,main.txt,46
1,48,main.txt-1,50,main.txt,48
1,48,main.txt-1,46,ispot2.txt,73
1,48,main.txt-1,12,main.txt,47
1,48,main.txt-1,41,betterpower.txt,75
1,48,main.txt-1,24,euclid.txt,80
1,48,main.txt-1,33,gen.txt,65
1,48,main.txt-1,64,t.txt,65
1,48,main.txt-1,45,ispow2.txt,71
1,48,main.txt-1,41,main.txt,52
1,48,main.txt-1,27,desc.txt,82
1,48,main.txt-1,40,main.txt,57
1,48,main.txt-1,94,read.txt,64
1,48,main.txt-1,23,main.txt,38
1,48,main.txt-1,59,gcd.txt,80
1,48,main.txt-1,10,main.txt,42
1,48,main.txt-1,86,mcd.txt,78
1,48,main.txt-1,26,gcd.txt,86
1,48,main.txt-1,8,gcd.txt,81
1,48,main.txt-1,14,main.txt,40
1,48,main.txt-1,58,main.txt,44
1,48,main.txt-1,83,main.txt,41
1,48,main.txt-1,17,main.txt,50
1,48,main.txt-1,46,elaboracaso.txt,63
1,48,main.txt-1,62,main.txt,42
1,48,main.txt-1,20,analyse.txt,66
1,48,main.txt-1,60,main.txt,55
1,48,main.txt-1,72,main.txt,45
1,48,main.txt-1,15,gcd.txt,79
1,48,main.txt-1,31,main.txt,43
1,48,main.txt-1,16,main.txt,50
1,48,main.txt-1,73,main.txt,40
1,48,main.txt-1,51,main.txt,51
1,48,main.txt-1,76,powerof2.txt,76
1,48,main.txt-1,26,main.txt,47
1,48,main.txt-1,28,mylog2.txt,80
1,48,main.txt-1,63,main.txt,47
1,48,main.txt-1,92,gcd.txt,84
1,48,main.txt-1,42,solve.txt,76
1,48,main.txt-1,46,euclide.txt,75
1,48,main.txt-1,90,gcd.txt,81
1,48,main.txt-1,1,main.txt,43
1,48,main.txt-1,84,main.txt,53
1,48,main.txt-1,13,power2.txt,71
1,48,main.txt-1,90,ispoweroftwo.txt,74
1,48,main.txt-1,70,main.txt,51
1,48,main.txt-1,22,ispoweroftwo.txt,69
1,48,main.txt-1,50,gcd.txt,76
1,48,main.txt-1,89,main.txt,48
1,48,main.txt-1,100,gcd.txt,87,
1,48,main.txt-1,85,low.txt,55
1,48,main.txt-1,4,exec.txt,70
1,48,main.txt-1,7,getint.txt,65
1,48,main.txt-1,66,gcd.txt,68
1,48,main.txt-1,94,test.txt,59
1,48,main.txt-1,77,gcd.txt,85
1,48,main.txt-1,88,gcd.txt,83
1,2,main.txt-1,9,shortest.txt,84
1,2,main.txt-1,47,check.txt,80
1,2,main.txt-1,30,main.txt,51
1,2,main.txt-1,98,main.txt,51
1,2,main.txt-1,17,gcd.txt,87
1,2,main.txt-1,34,main.txt,48
1,2,main.txt-1,65,main.txt,51
1,2,main.txt-1,66,main.txt,51
1,2,main.txt-1,38,g.txt,83
1,2,main.txt-1,80,main.txt,48
1,2,main.txt-1,75,powr.txt,80
1,2,main.txt-1,11,main.txt,47
1,2,main.txt-1,94,main.txt,87
1,2,main.txt-1,80,gcd.txt,84
1,2,main.txt-1,12,gcd.txt,86
1,2,main.txt-1,67,main.txt,50
1,2,main.txt-1,57,main.txt,49
1,2,main.txt-1,50,main.txt,52
1,2,main.txt-1,46,ispot2.txt,79
1,2,main.txt-1,12,main.txt,49
1,2,main.txt-1,41,betterpower.txt,80
1,2,main.txt-1,24,euclid.txt,84
1,2,main.txt-1,33,gen.txt,75
1,2,main.txt-1,64,t.txt,75
1,2,main.txt-1,45,ispow2.txt,79
1,2,main.txt-1,41,main.txt,50
1,2,main.txt-1,27,desc.txt,86
1,2,main.txt-1,40,main.txt,48
1,2,main.txt-1,94,read.txt,67
1,2,main.txt-1,23,main.txt,56
1,2,main.txt-1,59,gcd.txt,84
1,2,main.txt-1,10,main.txt,50
1,2,main.txt-1,86,mcd.txt,83
1,2,main.txt-1,26,gcd.txt,89
1,2,main.txt-1,8,gcd.txt,85
1,2,main.txt-1,14,main.txt,51
1,2,main.txt-1,58,main.txt,46
1,2,main.txt-1,83,main.txt,45
1,2,main.txt-1,17,main.txt,51
1,2,main.txt-1,46,elaboracaso.txt,57
1,2,main.txt-1,62,main.txt,51
1,2,main.txt-1,20,analyse.txt,71
1,2,main.txt-1,60,main.txt,53
1,2,main.txt-1,72,main.txt,49
1,2,main.txt-1,15,gcd.txt,83
1,2,main.txt-1,31,main.txt,45
1,2,main.txt-1,16,main.txt,51
1,2,main.txt-1,73,main.txt,51
1,2,main.txt-1,51,main.txt,60
1,2,main.txt-1,76,powerof2.txt,80
1,2,main.txt-1,26,main.txt,51
1,2,main.txt-1,28,mylog2.txt,85
1,2,main.txt-1,63,main.txt,39
1,2,main.txt-1,92,gcd.txt,87
1,2,main.txt-1,42,solve.txt,81
1,2,main.txt-1,46,euclide.txt,81
1,2,main.txt-1,90,gcd.txt,85
1,2,main.txt-1,1,main.txt,51
1,2,main.txt-1,84,main.txt,60
1,2,main.txt-1,13,power2.txt,78
1,2,main.txt-1,90,ispoweroftwo.txt,80
1,2,main.txt-1,70,main.txt,47
1,2,main.txt-1,22,ispoweroftwo.txt,76
1,2,main.txt-1,50,gcd.txt,81
1,2,main.txt-1,89,main.txt,54
1,2,main.txt-1,100,gcd.txt,89,
1,2,main.txt-1,85,low.txt,66
1,2,main.txt-1,4,exec.txt,76
1,2,main.txt-1,7,getint.txt,73
1,2,main.txt-1,66,gcd.txt,77
1,2,main.txt-1,94,test.txt,56
1,2,main.txt-1,77,gcd.txt,87
1,2,main.txt-1,88,gcd.txt,86
1,2,main.txt-1,48,main.txt,50
1,33,main.txt-1,9,shortest.txt,79
1,33,main.txt-1,47,check.txt,74
1,33,main.txt-1,30,main.txt,40
1,33,main.txt-1,98,main.txt,47
1,33,main.txt-1,17,gcd.txt,83
1,33,main.txt-1,34,main.txt,44
1,33,main.txt-1,65,main.txt,39
1,33,main.txt-1,66,main.txt,49
1,33,main.txt-1,38,g.txt,77
1,33,main.txt-1,80,main.txt,47
1,33,main.txt-1,75,powr.txt,73
1,33,main.txt-1,11,main.txt,32
1,33,main.txt-1,94,main.txt,83
1,33,main.txt-1,80,gcd.txt,78
1,33,main.txt-1,12,gcd.txt,82
1,33,main.txt-1,67,main.txt,48
1,33,main.txt-1,57,main.txt,31
1,33,main.txt-1,50,main.txt,47
1,33,main.txt-1,46,ispot2.txt,72
1,33,main.txt-1,12,main.txt,35
1,33,main.txt-1,41,betterpower.txt,75
1,33,main.txt-1,24,euclid.txt,79
1,33,main.txt-1,33,gen.txt,65
1,33,main.txt-1,64,t.txt,67
1,33,main.txt-1,45,ispow2.txt,70
1,33,main.txt-1,41,main.txt,46
1,33,main.txt-1,27,desc.txt,82
1,33,main.txt-1,40,main.txt,54
1,33,main.txt-1,94,read.txt,59
1,33,main.txt-1,23,main.txt,44
1,33,main.txt-1,59,gcd.txt,78
1,33,main.txt-1,10,main.txt,40
1,33,main.txt-1,86,mcd.txt,77
1,33,main.txt-1,26,gcd.txt,85
1,33,main.txt-1,8,gcd.txt,80
1,33,main.txt-1,14,main.txt,41
1,33,main.txt-1,58,main.txt,38
1,33,main.txt-1,83,main.txt,37
1,33,main.txt-1,17,main.txt,51
1,33,main.txt-1,46,elaboracaso.txt,58
1,33,main.txt-1,62,main.txt,42
1,33,main.txt-1,20,analyse.txt,63
1,33,main.txt-1,60,main.txt,51
1,33,main.txt-1,72,main.txt,36
1,33,main.txt-1,15,gcd.txt,78
1,33,main.txt-1,31,main.txt,32
1,33,main.txt-1,16,main.txt,40
1,33,main.txt-1,73,main.txt,44
1,33,main.txt-1,51,main.txt,46
1,33,main.txt-1,76,powerof2.txt,75
1,33,main.txt-1,26,main.txt,38
1,33,main.txt-1,28,mylog2.txt,81
1,33,main.txt-1,63,main.txt,35
1,33,main.txt-1,92,gcd.txt,83
1,33,main.txt-1,42,solve.txt,75
1,33,main.txt-1,46,euclide.txt,74
1,33,main.txt-1,90,gcd.txt,80
1,33,main.txt-1,1,main.txt,32
1,33,main.txt-1,84,main.txt,46
1,33,main.txt-1,13,power2.txt,70
