c,1,1,10,9,33,16,53,
c,1,1,100,3,7,7,9,
c,1,1,11,9,33,4,29,
c,1,1,12,3,7,3,9,
c,1,1,12,9,33,27,56,
c,1,1,12,9,33,27,56,
c,1,1,13,3,7,9,20,
c,1,1,14,3,7,4,11,
c,1,1,15,3,7,3,6,
c,1,1,15,9,33,18,34,
c,1,1,17,3,7,8,14,
c,1,1,17,3,7,8,14,
c,1,1,18,3,7,6,14,
c,1,1,21,9,33,3,33,
c,1,1,22,3,7,27,32,
c,1,1,22,3,7,34,40,
c,1,1,23,9,33,5,22,
c,1,1,26,3,7,5,7,
c,1,1,26,3,7,5,7,
c,1,1,29,3,7,3,9,
c,1,1,29,9,33,31,64,
c,1,1,30,3,7,3,7,
c,1,1,31,3,7,6,8,
c,1,1,31,9,33,10,43,
c,1,1,31,9,33,10,43,
c,1,1,33,9,33,32,54,
c,1,1,34,3,7,2,8,
c,1,1,37,3,7,3,8,
c,1,1,38,3,7,27,37,
c,1,1,4,3,7,5,11,
c,1,1,42,9,33,39,55,
c,1,1,43,9,33,10,43,
c,1,1,43,9,33,10,43,
c,1,1,45,3,7,3,9,
c,1,1,47,3,7,3,11,
c,1,1,47,9,33,35,60,
c,1,1,48,3,7,15,18,
c,1,1,5,3,7,4,8,
c,1,1,51,3,7,7,15,
c,1,1,57,9,33,8,25,
c,1,1,57,9,33,8,25,
c,1,1,58,3,7,6,12,
c,1,1,59,3,7,4,8,
c,1,1,59,9,33,21,63,
c,1,1,61,3,7,2,6,
c,1,1,64,9,33,35,61,
c,1,1,65,3,7,4,10,
c,1,1,65,9,33,20,42,
c,1,1,7,3,7,7,13,
c,1,1,77,3,7,2,5,
c,1,1,79,9,33,29,41,
c,1,1,8,3,7,2,10,
c,1,1,8,9,33,11,36,
c,1,1,80,3,7,6,18,
c,1,1,86,9,33,18,49,
c,1,1,88,3,7,2,8,
c,1,1,89,3,7,2,6,
c,1,1,9,3,7,41,46,
c,1,1,9,9,33,48,61,
c,1,1,90,3,7,21,29,
c,1,1,90,3,7,5,19,
c,1,1,90,9,33,44,72,
c,1,1,92,3,7,2,9,
c,1,1,92,3,7,2,9,
c,1,1,92,9,33,10,45,
c,1,1,92,9,33,10,45,
c,1,1,93,3,7,10,14,
c,1,1,96,3,7,5,7,
c,1,1,96,9,33,9,47,
c,1,1,99,3,7,10,14,
c,1,10,11,16,53,4,29,
c,1,10,18,21,74,70,74,
c,1,10,23,16,53,5,22,
c,1,10,29,16,53,31,64,
c,1,10,29,21,39,34,39,
c,1,10,31,16,53,10,43,
c,1,10,32,21,16,13,16,
c,1,10,32,21,19,13,19,
c,1,10,43,16,53,10,43,
c,1,10,50,21,17,13,17,
c,1,10,57,16,53,8,25,
c,1,10,59,16,53,21,63,
c,1,10,65,16,53,20,42,
c,1,10,68,21,25,20,25,
c,1,10,74,2,15,4,27,
c,1,10,82,22,27,20,27,
c,1,10,86,16,29,21,29,
c,1,10,86,16,53,18,49,
c,1,10,86,22,28,23,28,
c,1,10,92,16,53,10,45,
c,1,10,92,21,17,13,17,
c,1,11,12,4,29,27,56,
c,1,11,14,7,22,17,22,
c,1,11,21,4,29,3,33,
c,1,11,21,7,12,8,12,
c,1,11,23,4,29,5,22,
c,1,11,24,4,29,15,49,
c,1,11,31,4,29,10,43,
c,1,11,31,6,19,13,19,
c,1,11,33,4,29,32,54,
c,1,11,34,4,29,9,37,
c,1,11,37,4,29,9,46,
c,1,11,47,4,29,35,60,
c,1,11,48,4,29,25,50,
c,1,11,51,18,27,7,16,
c,1,11,57,4,29,8,25,
c,1,11,58,7,22,17,22,
c,1,11,65,4,29,20,42,
c,1,11,73,4,29,3,42,
c,1,11,74,18,27,56,65,
c,1,11,74,4,29,29,67,
c,1,11,76,4,29,11,50,
c,1,11,86,18,27,6,15,
c,1,11,86,4,29,18,49,
c,1,11,88,4,29,9,43,
c,1,11,92,4,29,10,45,
c,1,11,99,4,29,15,44,
c,1,12,14,3,9,4,11,
c,1,12,14,37,50,4,11,
c,1,12,15,27,56,18,34,
c,1,12,15,3,9,3,6,
c,1,12,15,37,50,3,6,
c,1,12,17,3,9,8,14,
c,1,12,18,3,9,16,21,
c,1,12,18,3,9,6,14,
c,1,12,19,3,9,3,6,
c,1,12,22,3,9,27,32,
c,1,12,22,3,9,34,40,
c,1,12,23,27,56,5,22,
c,1,12,26,3,9,5,7,
c,1,12,29,3,9,10,19,
c,1,12,29,3,9,3,9,
c,1,12,29,37,50,3,9,
c,1,12,30,3,10,3,8,
c,1,12,30,3,9,3,7,
c,1,12,31,27,56,10,43,
c,1,12,31,3,9,6,8,
c,1,12,33,27,56,32,54,
c,1,12,34,3,9,2,8,
c,1,12,37,3,9,3,8,
c,1,12,38,3,9,27,37,
c,1,12,42,3,9,16,22,
c,1,12,43,27,56,10,43,
c,1,12,47,27,56,35,60,
c,1,12,47,3,9,3,11,
c,1,12,47,37,50,3,11,
c,1,12,48,3,9,15,18,
c,1,12,57,27,56,8,25,
c,1,12,58,3,9,6,12,
c,1,12,58,37,50,6,12,
c,1,12,59,27,56,21,63,
c,1,12,59,3,9,4,8,
c,1,12,59,37,50,4,8,
c,1,12,61,3,9,2,6,
c,1,12,65,27,56,20,42,
c,1,12,77,3,9,2,5,
c,1,12,80,3,9,6,18,
c,1,12,82,37,50,7,12,
c,1,12,87,3,9,5,15,
c,1,12,88,3,9,2,8,
c,1,12,89,3,9,2,6,
c,1,12,90,3,9,21,29,
c,1,12,92,27,56,10,45,
c,1,12,92,3,9,2,9,
c,1,12,93,3,9,10,14,
c,1,12,96,3,9,5,7,
c,1,12,99,3,9,10,14,
c,1,13,100,45,26,19,26,
c,1,13,14,9,20,4,11,
c,1,13,15,37,63,18,34,
c,1,13,19,22,35,8,17,
c,1,13,25,22,35,47,65,
c,1,13,27,9,20,10,16,
c,1,13,28,9,20,28,35,
c,1,13,28,9,20,37,44,
c,1,13,29,37,63,31,64,
c,1,13,29,9,20,21,30,
c,1,13,33,42,40,35,40,
c,1,13,37,9,20,3,8,
c,1,13,38,9,20,27,37,
c,1,13,38,9,20,27,37,
c,1,13,41,22,35,62,71,
c,1,13,41,9,20,14,27,
c,1,13,45,9,20,26,34,
c,1,13,45,9,20,3,9,
c,1,13,46,9,20,24,37,
c,1,13,47,22,35,25,34,
c,1,13,47,37,63,35,60,
c,1,13,47,9,20,25,34,
c,1,13,50,9,20,42,52,
c,1,13,51,9,20,7,15,
c,1,13,54,9,20,21,25,
c,1,13,55,9,20,79,89,
c,1,13,57,37,63,8,25,
c,1,13,57,9,20,3,6,
c,1,13,59,9,20,37,39,
c,1,13,61,9,20,2,6,
c,1,13,64,22,35,6,13,
c,1,13,64,9,20,6,13,
c,1,13,65,37,63,20,42,
c,1,13,65,9,20,4,10,
c,1,13,67,9,20,6,14,
c,1,13,69,9,20,5,16,
c,1,13,78,37,63,3,29,
c,1,13,79,37,63,29,41,
c,1,13,80,9,20,6,18,
c,1,13,86,37,63,18,49,
c,1,13,86,9,20,4,15,
c,1,13,87,9,20,5,15,
c,1,13,90,37,63,44,72,
c,1,13,90,9,20,5,19,
c,1,13,92,9,20,2,9,
c,1,13,93,9,20,10,14,
c,1,14,15,4,11,3,6,
c,1,14,17,4,11,8,14,
c,1,14,19,4,11,3,6,
c,1,14,21,13,59,3,33,
c,1,14,21,17,12,8,12,
c,1,14,22,4,11,27,32,
c,1,14,22,4,11,34,40,
c,1,14,29,4,11,10,19,
c,1,14,29,4,11,3,9,
c,1,14,30,4,11,3,7,
c,1,14,34,4,11,2,8,
c,1,14,37,13,59,9,46,
c,1,14,37,4,11,3,8,
c,1,14,38,4,11,27,37,
c,1,14,38,4,11,27,37,
c,1,14,42,4,11,16,22,
c,1,14,46,4,11,24,37,
c,1,14,47,4,11,3,11,
c,1,14,48,4,11,15,18,
c,1,14,49,13,59,4,47,
c,1,14,49,18,15,10,15,
c,1,14,58,17,22,17,22,
c,1,14,58,4,11,6,12,
c,1,14,59,4,11,4,8,
c,1,14,61,4,11,2,6,
c,1,14,65,4,11,4,10,
c,1,14,74,45,55,56,65,
c,1,14,76,13,59,11,50,
c,1,14,76,17,19,15,19,
c,1,14,76,44,57,35,48,
c,1,14,77,4,11,2,5,
c,1,14,80,4,11,6,18,
c,1,14,82,4,11,7,12,
c,1,14,87,13,59,17,79,
c,1,14,87,4,11,5,15,
c,1,14,88,4,11,2,8,
c,1,14,89,12,13,10,13,
c,1,14,89,4,11,2,6,
c,1,14,90,4,11,21,29,
c,1,14,90,4,11,5,19,
c,1,14,92,4,11,2,9,
c,1,14,93,4,11,10,14,
c,1,14,99,4,11,10,14,
c,1,15,17,3,6,8,14,
c,1,15,19,3,6,3,6,
c,1,15,22,18,34,7,25,
c,1,15,22,3,6,34,40,
c,1,15,29,18,34,31,64,
c,1,15,29,3,6,10,19,
c,1,15,29,3,6,3,9,
c,1,15,30,21,20,15,20,
c,1,15,30,3,6,3,7,
c,1,15,31,18,34,10,43,
