Study-Object,Files,Methods,Files,Methods,LevenDistance
6,49,calculate_wp.txt-6,84,main.txt,84,
6,49,calculate_wp.txt-6,39,main.txt,82,
6,49,calculate_wp.txt-6,78,main.txt,81,
6,49,calculate_wp.txt-6,100,main.txt,83,
6,49,calculate_wp.txt-6,85,main.txt,88,
6,49,calculate_wp.txt-6,35,main.txt,81,
6,49,calculate_wp.txt-6,32,main.txt,86,
6,49,calculate_wp.txt-6,18,getnp.txt,46,
6,49,calculate_wp.txt-6,04,main.txt,77,
6,49,calculate_wp.txt-6,58,compute_owp.txt,64,
6,49,calculate_wp.txt-6,56,find_wpi.txt,79,
6,49,calculate_wp.txt-6,52,main.txt,69,
6,49,calculate_wp.txt-6,49,calculate_owp.txt,22,
6,49,calculate_wp.txt-6,74,main.txt,88,
6,49,calculate_wp.txt-6,05,main.txt,65,
6,49,calculate_wp.txt-6,99,main.txt,86,
6,49,calculate_wp.txt-6,05,calculateowp.txt,36,
6,46,main.txt-6,84,main.txt,63,
6,46,main.txt-6,39,main.txt,58,
6,46,main.txt-6,78,main.txt,58,
6,46,main.txt-6,100,main.txt,61,
6,46,main.txt-6,85,main.txt,72,
6,46,main.txt-6,35,main.txt,57,
6,46,main.txt-6,32,main.txt,69,
6,46,main.txt-6,18,getnp.txt,75,
6,46,main.txt-6,04,main.txt,50,
6,46,main.txt-6,58,compute_owp.txt,58,
6,46,main.txt-6,56,find_wpi.txt,61,
6,46,main.txt-6,52,main.txt,57,
6,46,main.txt-6,49,calculate_owp.txt,68,
6,46,main.txt-6,74,main.txt,72,
6,46,main.txt-6,05,main.txt,74,
6,46,main.txt-6,99,main.txt,68,
6,46,main.txt-6,05,calculateowp.txt,73,
6,46,main.txt-6,49,calculate_wp.txt,64,
6,48,main.txt-6,84,main.txt,37,
6,48,main.txt-6,39,main.txt,37,
6,48,main.txt-6,78,main.txt,32,
6,48,main.txt-6,100,main.txt,27,
6,48,main.txt-6,85,main.txt,38,
6,48,main.txt-6,35,main.txt,30,
6,48,main.txt-6,32,main.txt,36,
6,48,main.txt-6,18,getnp.txt,89,
6,48,main.txt-6,04,main.txt,46,
6,48,main.txt-6,58,compute_owp.txt,72,
6,48,main.txt-6,56,find_wpi.txt,57,
6,48,main.txt-6,52,main.txt,72,
6,48,main.txt-6,49,calculate_owp.txt,85,
6,48,main.txt-6,74,main.txt,45,
6,48,main.txt-6,05,main.txt,88,
6,48,main.txt-6,99,main.txt,42,
6,48,main.txt-6,05,calculateowp.txt,88,
6,48,main.txt-6,49,calculate_wp.txt,84,
6,48,main.txt-6,46,main.txt,63,
6,58,compute_oowp.txt-6,84,main.txt,85,
6,58,compute_oowp.txt-6,39,main.txt,82,
6,58,compute_oowp.txt-6,78,main.txt,82,
6,58,compute_oowp.txt-6,100,main.txt,84,
6,58,compute_oowp.txt-6,85,main.txt,88,
6,58,compute_oowp.txt-6,35,main.txt,82,
6,58,compute_oowp.txt-6,32,main.txt,87,
6,58,compute_oowp.txt-6,18,getnp.txt,47,
6,58,compute_oowp.txt-6,04,main.txt,78,
6,58,compute_oowp.txt-6,58,compute_owp.txt,54,
6,58,compute_oowp.txt-6,56,find_wpi.txt,79,
6,58,compute_oowp.txt-6,52,main.txt,71,
6,58,compute_oowp.txt-6,49,calculate_owp.txt,49,
