Study-Object,Files,Methods,Files,Methods,LevenDistance
4,92,calculate.txt-4,93,main.txt,47,
4,11,main.txt-4,93,main.txt,48,
4,11,main.txt-4,92,calculate.txt,53,
4,59,cal.txt-4,93,main.txt,70,
4,59,cal.txt-4,92,calculate.txt,66,
4,59,cal.txt-4,11,main.txt,77,
4,82,main.txt-4,93,main.txt,52,
4,82,main.txt-4,92,calculate.txt,60,
4,82,main.txt-4,11,main.txt,63,
4,82,main.txt-4,59,cal.txt,67,
4,05,main.txt-4,93,main.txt,47,
4,05,main.txt-4,92,calculate.txt,46,
4,05,main.txt-4,11,main.txt,52,
4,05,main.txt-4,59,cal.txt,74,
4,05,main.txt-4,82,main.txt,51,
4,21,check.txt-4,93,main.txt,57,
4,21,check.txt-4,92,calculate.txt,46,
4,21,check.txt-4,11,main.txt,67,
4,21,check.txt-4,59,cal.txt,54,
4,21,check.txt-4,82,main.txt,58,
4,21,check.txt-4,05,main.txt,63,
4,12,main.txt-4,93,main.txt,41,
4,12,main.txt-4,92,calculate.txt,37,
4,12,main.txt-4,11,main.txt,47,
4,12,main.txt-4,59,cal.txt,70,
4,12,main.txt-4,82,main.txt,51,
4,12,main.txt-4,05,main.txt,23,
4,12,main.txt-4,21,check.txt,56,
4,48,runcase.txt-4,93,main.txt,92,
4,48,runcase.txt-4,92,calculate.txt,90,
4,48,runcase.txt-4,11,main.txt,94,
4,48,runcase.txt-4,59,cal.txt,80,
4,48,runcase.txt-4,82,main.txt,90,
4,48,runcase.txt-4,05,main.txt,93,
4,48,runcase.txt-4,21,check.txt,86,
4,48,runcase.txt-4,12,main.txt,92,
4,74,main.txt-4,93,main.txt,46,
4,74,main.txt-4,92,calculate.txt,54,
4,74,main.txt-4,11,main.txt,62,
4,74,main.txt-4,59,cal.txt,53,
4,74,main.txt-4,82,main.txt,44,
4,74,main.txt-4,05,main.txt,53,
4,74,main.txt-4,21,check.txt,50,
4,74,main.txt-4,12,main.txt,44,
4,74,main.txt-4,48,runcase.txt,87,
4,44,contien_n_consonnes.txt-4,93,main.txt,75,
4,44,contien_n_consonnes.txt-4,92,calculate.txt,72,
4,44,contien_n_consonnes.txt-4,11,main.txt,82,
4,44,contien_n_consonnes.txt-4,59,cal.txt,42,
