Study-Object,Files,Methods,Files,Methods,LevenDistance
12,93,compute.txt-12,66,main.txt,71,
12,93,compute.txt-12,83,solve.txt,70,
12,93,compute.txt-12,35,gcd.txt,69,
12,93,compute.txt-12,82,main.txt,65,
12,93,compute.txt-12,90,readfile.txt,72,
12,93,compute.txt-12,47,lcm.txt,60,
12,93,compute.txt-12,84,gcd.txt,62,
12,93,compute.txt-12,30,main.txt,74,
12,93,compute.txt-12,05,main.txt,71,
12,93,compute.txt-12,84,cache.txt,39,
12,93,compute.txt-12,08,main.txt,75,
12,93,compute.txt-12,42,main.txt,81,
12,93,compute.txt-12,60,main.txt,86,
12,93,compute.txt-12,40,main.txt,68,
12,93,compute.txt-12,04,main.txt,66,
12,93,compute.txt-12,20,c_ac.txt,75,
12,93,compute.txt-12,59,gcd.txt,56,
12,93,compute.txt-12,07,main.txt,76,
12,93,compute.txt-12,95,main.txt,62,
12,70,gcd.txt-12,29,main.txt,82,
12,70,gcd.txt-12,91,solve.txt,71,
12,70,gcd.txt-12,43,main.txt,88,
12,70,gcd.txt-12,66,main.txt,86,
12,70,gcd.txt-12,83,solve.txt,85,
12,70,gcd.txt-12,35,gcd.txt,32,
12,70,gcd.txt-12,82,main.txt,84,
12,70,gcd.txt-12,90,readfile.txt,82,
12,70,gcd.txt-12,47,lcm.txt,13,
12,70,gcd.txt-12,84,gcd.txt,30,
12,70,gcd.txt-12,30,main.txt,86,
12,70,gcd.txt-12,05,main.txt,86,
12,70,gcd.txt-12,84,cache.txt,59,
12,70,gcd.txt-12,08,main.txt,88,
12,70,gcd.txt-12,42,main.txt,91,
12,70,gcd.txt-12,60,main.txt,93,
12,70,gcd.txt-12,40,main.txt,85,
12,70,gcd.txt-12,04,main.txt,73,
12,70,gcd.txt-12,20,c_ac.txt,54,
12,70,gcd.txt-12,59,gcd.txt,44,
12,70,gcd.txt-12,07,main.txt,88,
12,70,gcd.txt-12,95,main.txt,80,
12,70,gcd.txt-12,93,compute.txt,57,
12,62,hcf.txt-12,29,main.txt,75,
12,62,hcf.txt-12,91,solve.txt,58,
12,62,hcf.txt-12,43,main.txt,82,
12,62,hcf.txt-12,66,main.txt,79,
12,62,hcf.txt-12,83,solve.txt,77,
12,62,hcf.txt-12,35,gcd.txt,59,
12,62,hcf.txt-12,82,main.txt,74,
12,62,hcf.txt-12,90,readfile.txt,77,
12,62,hcf.txt-12,47,lcm.txt,45,
12,62,hcf.txt-12,84,gcd.txt,50,
12,62,hcf.txt-12,30,main.txt,81,
12,62,hcf.txt-12,05,main.txt,80,
12,62,hcf.txt-12,84,cache.txt,46,
12,62,hcf.txt-12,08,main.txt,82,
12,62,hcf.txt-12,42,main.txt,86,
12,62,hcf.txt-12,60,main.txt,89,
12,62,hcf.txt-12,40,main.txt,77,
12,62,hcf.txt-12,04,main.txt,65,
12,62,hcf.txt-12,20,c_ac.txt,68,
12,62,hcf.txt-12,59,gcd.txt,42,
12,62,hcf.txt-12,07,main.txt,83,
12,62,hcf.txt-12,95,main.txt,73,
12,62,hcf.txt-12,93,compute.txt,42,
12,62,hcf.txt-12,70,gcd.txt,43,
12,90,linereturn.txt-12,29,main.txt,62,
12,90,linereturn.txt-12,91,solve.txt,63,
12,90,linereturn.txt-12,43,main.txt,72,
12,90,linereturn.txt-12,66,main.txt,68,
12,90,linereturn.txt-12,83,solve.txt,65,
12,90,linereturn.txt-12,35,gcd.txt,77,
12,90,linereturn.txt-12,82,main.txt,62,
12,90,linereturn.txt-12,90,readfile.txt,65,
12,90,linereturn.txt-12,47,lcm.txt,72,
12,90,linereturn.txt-12,84,gcd.txt,63,
12,90,linereturn.txt-12,30,main.txt,70,
12,90,linereturn.txt-12,05,main.txt,68,
12,90,linereturn.txt-12,84,cache.txt,57,
12,90,linereturn.txt-12,08,main.txt,72,
12,90,linereturn.txt-12,42,main.txt,78,
12,90,linereturn.txt-12,60,main.txt,83,
12,90,linereturn.txt-12,40,main.txt,62,
12,90,linereturn.txt-12,04,main.txt,65,
12,90,linereturn.txt-12,20,c_ac.txt,80,
12,90,linereturn.txt-12,59,gcd.txt,66,
12,90,linereturn.txt-12,07,main.txt,73,
12,90,linereturn.txt-12,95,main.txt,60,
12,90,linereturn.txt-12,93,compute.txt,54,
12,90,linereturn.txt-12,70,gcd.txt,70,
12,90,linereturn.txt-12,62,hcf.txt,61,
12,34,main.txt-12,29,main.txt,37,
12,34,main.txt-12,91,solve.txt,56,
12,34,main.txt-12,43,main.txt,46,
12,34,main.txt-12,66,main.txt,31,
12,34,main.txt-12,83,solve.txt,48,
12,34,main.txt-12,35,gcd.txt,86,
12,34,main.txt-12,82,main.txt,27,
12,34,main.txt-12,90,readfile.txt,66,
12,34,main.txt-12,47,lcm.txt,84,
12,34,main.txt-12,84,gcd.txt,79,
12,34,main.txt-12,30,main.txt,47,
12,34,main.txt-12,05,main.txt,41,
12,34,main.txt-12,84,cache.txt,69,
12,34,main.txt-12,08,main.txt,45,
12,34,main.txt-12,42,main.txt,54,
12,34,main.txt-12,60,main.txt,66,
12,34,main.txt-12,40,main.txt,39,
12,34,main.txt-12,04,main.txt,63,
12,34,main.txt-12,20,c_ac.txt,88,
12,34,main.txt-12,59,gcd.txt,81,
12,34,main.txt-12,07,main.txt,43,
12,34,main.txt-12,95,main.txt,38,
12,34,main.txt-12,93,compute.txt,65,
12,34,main.txt-12,70,gcd.txt,83,
12,34,main.txt-12,62,hcf.txt,74,
12,34,main.txt-12,90,linereturn.txt,62,
12,86,main.txt-12,29,main.txt,43,
12,86,main.txt-12,91,solve.txt,62,
12,86,main.txt-12,43,main.txt,44,
12,86,main.txt-12,66,main.txt,41,
12,86,main.txt-12,83,solve.txt,53,
12,86,main.txt-12,35,gcd.txt,87,
12,86,main.txt-12,82,main.txt,33,
12,86,main.txt-12,90,readfile.txt,62,
12,86,main.txt-12,47,lcm.txt,85,
12,86,main.txt-12,84,gcd.txt,81,
12,86,main.txt-12,30,main.txt,46,
12,86,main.txt-12,05,main.txt,41,
12,86,main.txt-12,84,cache.txt,72,
12,86,main.txt-12,08,main.txt,41,
12,86,main.txt-12,42,main.txt,51,
12,86,main.txt-12,60,main.txt,66,
12,86,main.txt-12,40,main.txt,45,
12,86,main.txt-12,04,main.txt,62,
12,86,main.txt-12,20,c_ac.txt,89,
12,86,main.txt-12,59,gcd.txt,83,
12,86,main.txt-12,07,main.txt,47,
12,86,main.txt-12,95,main.txt,45,
12,86,main.txt-12,93,compute.txt,68,
12,86,main.txt-12,70,gcd.txt,85,
12,86,main.txt-12,62,hcf.txt,77,
12,86,main.txt-12,90,linereturn.txt,65,
12,86,main.txt-12,34,main.txt,20,
12,73,compute.txt-12,29,main.txt,59,
12,73,compute.txt-12,91,solve.txt,45,
12,73,compute.txt-12,43,main.txt,69,
12,73,compute.txt-12,66,main.txt,65,
12,73,compute.txt-12,83,solve.txt,62,
12,73,compute.txt-12,35,gcd.txt,76,
12,73,compute.txt-12,82,main.txt,60,
12,73,compute.txt-12,90,readfile.txt,67,
12,73,compute.txt-12,47,lcm.txt,70,
12,73,compute.txt-12,84,gcd.txt,70,
12,73,compute.txt-12,30,main.txt,70,
12,73,compute.txt-12,05,main.txt,67,
12,73,compute.txt-12,84,cache.txt,60,
12,73,compute.txt-12,08,main.txt,69,
12,73,compute.txt-12,42,main.txt,75,
12,73,compute.txt-12,60,main.txt,81,
12,73,compute.txt-12,40,main.txt,62,
12,73,compute.txt-12,04,main.txt,70,
12,73,compute.txt-12,20,c_ac.txt,82,
12,73,compute.txt-12,59,gcd.txt,71,
12,73,compute.txt-12,07,main.txt,68,
12,73,compute.txt-12,95,main.txt,60,
12,73,compute.txt-12,93,compute.txt,43,
12,73,compute.txt-12,70,gcd.txt,68,
12,73,compute.txt-12,62,hcf.txt,56,
12,73,compute.txt-12,90,linereturn.txt,61,
12,73,compute.txt-12,34,main.txt,60,
12,73,compute.txt-12,86,main.txt,63,
12,31,min_denom_cond.txt-12,29,main.txt,69,
12,31,min_denom_cond.txt-12,91,solve.txt,49,
12,31,min_denom_cond.txt-12,43,main.txt,76,
12,31,min_denom_cond.txt-12,66,main.txt,73,
12,31,min_denom_cond.txt-12,83,solve.txt,69,
12,31,min_denom_cond.txt-12,35,gcd.txt,72,
12,31,min_denom_cond.txt-12,82,main.txt,69,
12,31,min_denom_cond.txt-12,90,readfile.txt,72,
12,31,min_denom_cond.txt-12,47,lcm.txt,67,
12,31,min_denom_cond.txt-12,84,gcd.txt,68,
12,31,min_denom_cond.txt-12,30,main.txt,75,
12,31,min_denom_cond.txt-12,05,main.txt,73,
12,31,min_denom_cond.txt-12,84,cache.txt,50,
12,31,min_denom_cond.txt-12,08,main.txt,75,
12,31,min_denom_cond.txt-12,42,main.txt,81,
12,31,min_denom_cond.txt-12,60,main.txt,85,
12,31,min_denom_cond.txt-12,40,main.txt,71,
12,31,min_denom_cond.txt-12,04,main.txt,64,
12,31,min_denom_cond.txt-12,20,c_ac.txt,77,
12,31,min_denom_cond.txt-12,59,gcd.txt,63,
12,31,min_denom_cond.txt-12,07,main.txt,77,
12,31,min_denom_cond.txt-12,95,main.txt,70,
12,31,min_denom_cond.txt-12,93,compute.txt,57,
12,31,min_denom_cond.txt-12,70,gcd.txt,65,
12,31,min_denom_cond.txt-12,62,hcf.txt,54,
12,31,min_denom_cond.txt-12,90,linereturn.txt,67,
12,31,min_denom_cond.txt-12,34,main.txt,68,
12,31,min_denom_cond.txt-12,86,main.txt,71,
12,31,min_denom_cond.txt-12,73,compute.txt,58,
12,62,find_cal.txt-12,29,main.txt,57,
12,62,find_cal.txt-12,91,solve.txt,71,
12,62,find_cal.txt-12,43,main.txt,46,
12,62,find_cal.txt-12,66,main.txt,52,
12,62,find_cal.txt-12,83,solve.txt,50,
12,62,find_cal.txt-12,35,gcd.txt,91,
12,62,find_cal.txt-12,82,main.txt,53,
12,62,find_cal.txt-12,90,readfile.txt,63,
12,62,find_cal.txt-12,47,lcm.txt,89,
12,62,find_cal.txt-12,84,gcd.txt,86,
12,62,find_cal.txt-12,30,main.txt,43,
12,62,find_cal.txt-12,05,main.txt,51,
12,62,find_cal.txt-12,84,cache.txt,81,
12,62,find_cal.txt-12,08,main.txt,43,
12,62,find_cal.txt-12,42,main.txt,51,
12,62,find_cal.txt-12,60,main.txt,58,
12,62,find_cal.txt-12,40,main.txt,55,
12,62,find_cal.txt-12,04,main.txt,70,
12,62,find_cal.txt-12,20,c_ac.txt,92,
12,62,find_cal.txt-12,59,gcd.txt,88,
12,62,find_cal.txt-12,07,main.txt,51,
12,62,find_cal.txt-12,95,main.txt,59,
12,62,find_cal.txt-12,93,compute.txt,78,
12,62,find_cal.txt-12,70,gcd.txt,89,
12,62,find_cal.txt-12,62,hcf.txt,83,
12,62,find_cal.txt-12,90,linereturn.txt,75,
12,62,find_cal.txt-12,34,main.txt,56,
12,62,find_cal.txt-12,86,main.txt,54,
12,62,find_cal.txt-12,73,compute.txt,72,
12,62,find_cal.txt-12,31,min_denom_cond.txt,77,
12,66,min.txt-12,29,main.txt,88,
12,66,min.txt-12,91,solve.txt,81,
12,66,min.txt-12,43,main.txt,91,
12,66,min.txt-12,66,main.txt,90,
12,66,min.txt-12,83,solve.txt,90,
12,66,min.txt-12,35,gcd.txt,34,
12,66,min.txt-12,82,main.txt,88,
12,66,min.txt-12,90,readfile.txt,88,
12,66,min.txt-12,47,lcm.txt,37,
12,66,min.txt-12,84,gcd.txt,51,
12,66,min.txt-12,30,main.txt,90,
12,66,min.txt-12,05,main.txt,90,
12,66,min.txt-12,84,cache.txt,72,
12,66,min.txt-12,08,main.txt,92,
12,66,min.txt-12,42,main.txt,94,
12,66,min.txt-12,60,main.txt,95,
12,66,min.txt-12,40,main.txt,89,
12,66,min.txt-12,04,main.txt,78,
12,66,min.txt-12,20,c_ac.txt,38,
12,66,min.txt-12,59,gcd.txt,50,
12,66,min.txt-12,07,main.txt,92,
12,66,min.txt-12,95,main.txt,86,
12,66,min.txt-12,93,compute.txt,71,
12,66,min.txt-12,70,gcd.txt,40,
12,66,min.txt-12,62,hcf.txt,61,
12,66,min.txt-12,90,linereturn.txt,79,
12,66,min.txt-12,34,main.txt,88,
12,66,min.txt-12,86,main.txt,89,
12,66,min.txt-12,73,compute.txt,79,
12,66,min.txt-12,31,min_denom_cond.txt,75,
12,66,min.txt-12,62,find_cal.txt,92,
12,60,gcd.txt-12,29,main.txt,85,
12,60,gcd.txt-12,91,solve.txt,76,
12,60,gcd.txt-12,43,main.txt,90,
12,60,gcd.txt-12,66,main.txt,89,
12,60,gcd.txt-12,83,solve.txt,88,
12,60,gcd.txt-12,35,gcd.txt,18,
12,60,gcd.txt-12,82,main.txt,85,
12,60,gcd.txt-12,90,readfile.txt,85,
12,60,gcd.txt-12,47,lcm.txt,40,
12,60,gcd.txt-12,84,gcd.txt,51,
12,60,gcd.txt-12,30,main.txt,88,
12,60,gcd.txt-12,05,main.txt,88,
12,60,gcd.txt-12,84,cache.txt,67,
12,60,gcd.txt-12,08,main.txt,90,
12,60,gcd.txt-12,42,main.txt,92,
12,60,gcd.txt-12,60,main.txt,94,
12,60,gcd.txt-12,40,main.txt,88,
12,60,gcd.txt-12,04,main.txt,77,
12,60,gcd.txt-12,20,c_ac.txt,50,
12,60,gcd.txt-12,59,gcd.txt,37,
12,60,gcd.txt-12,07,main.txt,90,
12,60,gcd.txt-12,95,main.txt,84,
12,60,gcd.txt-12,93,compute.txt,69,
12,60,gcd.txt-12,70,gcd.txt,38,
12,60,gcd.txt-12,62,hcf.txt,59,
12,60,gcd.txt-12,90,linereturn.txt,77,
12,60,gcd.txt-12,34,main.txt,86,
12,60,gcd.txt-12,86,main.txt,88,
12,60,gcd.txt-12,73,compute.txt,76,
12,60,gcd.txt-12,31,min_denom_cond.txt,71,
12,60,gcd.txt-12,62,find_cal.txt,91,
12,60,gcd.txt-12,66,min.txt,34,
12,21,main.txt-12,29,main.txt,58,
12,21,main.txt-12,91,solve.txt,73,
12,21,main.txt-12,43,main.txt,54,
12,21,main.txt-12,66,main.txt,46,
12,21,main.txt-12,83,solve.txt,56,
12,21,main.txt-12,35,gcd.txt,92,
12,21,main.txt-12,82,main.txt,51,
12,21,main.txt-12,90,readfile.txt,71,
12,21,main.txt-12,47,lcm.txt,91,
12,21,main.txt-12,84,gcd.txt,88,
12,21,main.txt-12,30,main.txt,55,
12,21,main.txt-12,05,main.txt,48,
12,21,main.txt-12,84,cache.txt,82,
12,21,main.txt-12,08,main.txt,48,
12,21,main.txt-12,42,main.txt,41,
12,21,main.txt-12,60,main.txt,54,
12,21,main.txt-12,40,main.txt,53,
12,21,main.txt-12,04,main.txt,73,
12,21,main.txt-12,20,c_ac.txt,93,
12,21,main.txt-12,59,gcd.txt,89,
12,21,main.txt-12,07,main.txt,39,
12,21,main.txt-12,95,main.txt,57,
12,21,main.txt-12,93,compute.txt,79,
12,21,main.txt-12,70,gcd.txt,90,
12,21,main.txt-12,62,hcf.txt,85,
12,21,main.txt-12,90,linereturn.txt,76,
12,21,main.txt-12,34,main.txt,49,
12,21,main.txt-12,86,main.txt,49,
12,21,main.txt-12,73,compute.txt,75,
12,21,main.txt-12,31,min_denom_cond.txt,81,
12,21,main.txt-12,62,find_cal.txt,52,
12,21,main.txt-12,66,min.txt,93,
12,21,main.txt-12,60,gcd.txt,92,
12,16,main.txt-12,29,main.txt,43,
12,16,main.txt-12,91,solve.txt,64,
12,16,main.txt-12,43,main.txt,49,
12,16,main.txt-12,66,main.txt,34,
12,16,main.txt-12,83,solve.txt,52,
12,16,main.txt-12,35,gcd.txt,88,
12,16,main.txt-12,82,main.txt,30,
12,16,main.txt-12,90,readfile.txt,67,
12,16,main.txt-12,47,lcm.txt,87,
12,16,main.txt-12,84,gcd.txt,83,
12,16,main.txt-12,30,main.txt,51,
12,16,main.txt-12,05,main.txt,44,
12,16,main.txt-12,84,cache.txt,75,
12,16,main.txt-12,08,main.txt,46,
12,16,main.txt-12,42,main.txt,49,
12,16,main.txt-12,60,main.txt,62,
12,16,main.txt-12,40,main.txt,40,
12,16,main.txt-12,04,main.txt,70,
12,16,main.txt-12,20,c_ac.txt,90,
12,16,main.txt-12,59,gcd.txt,84,
12,16,main.txt-12,07,main.txt,45,
12,16,main.txt-12,95,main.txt,46,
12,16,main.txt-12,93,compute.txt,71,
12,16,main.txt-12,70,gcd.txt,87,
12,16,main.txt-12,62,hcf.txt,79,
12,16,main.txt-12,90,linereturn.txt,67,
12,16,main.txt-12,34,main.txt,31,
12,16,main.txt-12,86,main.txt,37,
12,16,main.txt-12,73,compute.txt,65,
12,16,main.txt-12,31,min_denom_cond.txt,74,
12,16,main.txt-12,62,find_cal.txt,53,
12,16,main.txt-12,66,min.txt,90,
12,16,main.txt-12,60,gcd.txt,88,
12,16,main.txt-12,21,main.txt,44,
12,31,main.txt-12,29,main.txt,29,
12,31,main.txt-12,91,solve.txt,62,
12,31,main.txt-12,43,main.txt,44,
12,31,main.txt-12,66,main.txt,43,
12,31,main.txt-12,83,solve.txt,56,
12,31,main.txt-12,35,gcd.txt,86,
12,31,main.txt-12,82,main.txt,37,
12,31,main.txt-12,90,readfile.txt,65,
12,31,main.txt-12,47,lcm.txt,84,
12,31,main.txt-12,84,gcd.txt,79,
