Study-Object,Files,Methods,Files,Methods,LevenDistance
3,25,partition.txt-3,41,func.txt,80,
3,29,main.txt-3,41,func.txt,68,
3,29,main.txt-3,25,partition.txt,71,
3,90,swap.txt-3,41,func.txt,92,
3,90,swap.txt-3,25,partition.txt,72,
3,90,swap.txt-3,29,main.txt,88,
3,30,main.txt-3,41,func.txt,54,
3,30,main.txt-3,25,partition.txt,81,
3,30,main.txt-3,29,main.txt,57,
3,30,main.txt-3,90,swap.txt,93,
3,91,ascending.txt-3,41,func.txt,88,
3,91,ascending.txt-3,25,partition.txt,62,
3,91,ascending.txt-3,29,main.txt,81,
3,91,ascending.txt-3,90,swap.txt,52,
3,91,ascending.txt-3,30,main.txt,89,
3,51,main.txt-3,41,func.txt,91,
3,51,main.txt-3,25,partition.txt,69,
3,51,main.txt-3,29,main.txt,78,
3,51,main.txt-3,90,swap.txt,68,
3,51,main.txt-3,30,main.txt,87,
3,51,main.txt-3,91,ascending.txt,69,
3,64,main.txt-3,41,func.txt,66,
3,64,main.txt-3,25,partition.txt,77,
3,64,main.txt-3,29,main.txt,35,
3,64,main.txt-3,90,swap.txt,91,
3,64,main.txt-3,30,main.txt,55,
3,64,main.txt-3,91,ascending.txt,84,
3,64,main.txt-3,51,main.txt,82,
3,68,partition.txt-3,41,func.txt,67,
3,68,partition.txt-3,25,partition.txt,54,
3,68,partition.txt-3,29,main.txt,61,
3,68,partition.txt-3,90,swap.txt,84,
3,68,partition.txt-3,30,main.txt,67,
3,68,partition.txt-3,91,ascending.txt,74,
3,68,partition.txt-3,51,main.txt,80,
3,68,partition.txt-3,64,main.txt,64,
3,24,insertionsneeded.txt-3,41,func.txt,82,
3,24,insertionsneeded.txt-3,25,partition.txt,37,
3,24,insertionsneeded.txt-3,29,main.txt,72,
3,24,insertionsneeded.txt-3,90,swap.txt,70,
3,24,insertionsneeded.txt-3,30,main.txt,82,
3,24,insertionsneeded.txt-3,91,ascending.txt,57,
3,24,insertionsneeded.txt-3,51,main.txt,71,
3,24,insertionsneeded.txt-3,64,main.txt,77,
3,24,insertionsneeded.txt-3,68,partition.txt,57,
3,08,main.txt-3,41,func.txt,60,
3,08,main.txt-3,25,partition.txt,80,
3,08,main.txt-3,29,main.txt,53,
3,08,main.txt-3,90,swap.txt,92,
3,08,main.txt-3,30,main.txt,38,
3,08,main.txt-3,91,ascending.txt,88,
3,08,main.txt-3,51,main.txt,85,
3,08,main.txt-3,64,main.txt,54,
3,08,main.txt-3,68,partition.txt,65,
3,08,main.txt-3,24,insertionsneeded.txt,80,
3,81,main.txt-3,41,func.txt,63,
3,81,main.txt-3,25,partition.txt,79,
3,81,main.txt-3,29,main.txt,50,
3,81,main.txt-3,90,swap.txt,92,
3,81,main.txt-3,30,main.txt,51,
3,81,main.txt-3,91,ascending.txt,87,
3,81,main.txt-3,51,main.txt,87,
3,81,main.txt-3,64,main.txt,42,
3,81,main.txt-3,68,partition.txt,65,
3,81,main.txt-3,24,insertionsneeded.txt,80,
3,81,main.txt-3,08,main.txt,51,
3,35,main.txt-3,41,func.txt,61,
3,35,main.txt-3,25,partition.txt,81,
3,35,main.txt-3,29,main.txt,49,
3,35,main.txt-3,90,swap.txt,93,
3,35,main.txt-3,30,main.txt,44,
3,35,main.txt-3,91,ascending.txt,88,
3,35,main.txt-3,51,main.txt,87,
3,35,main.txt-3,64,main.txt,41,
3,35,main.txt-3,68,partition.txt,68,
3,35,main.txt-3,24,insertionsneeded.txt,82,
3,35,main.txt-3,08,main.txt,40,
3,35,main.txt-3,81,main.txt,36,
3,55,main.txt-3,41,func.txt,56,
3,55,main.txt-3,25,partition.txt,79,
3,55,main.txt-3,29,main.txt,52,
3,55,main.txt-3,90,swap.txt,92,
3,55,main.txt-3,30,main.txt,33,
3,55,main.txt-3,91,ascending.txt,87,
3,55,main.txt-3,51,main.txt,85,
3,55,main.txt-3,64,main.txt,53,
3,55,main.txt-3,68,partition.txt,64,
3,55,main.txt-3,24,insertionsneeded.txt,80,
3,55,main.txt-3,08,main.txt,37,
3,55,main.txt-3,81,main.txt,53,
3,55,main.txt-3,35,main.txt,35,
3,24,intcomp.txt-3,41,func.txt,88,
3,24,intcomp.txt-3,25,partition.txt,61,
3,24,intcomp.txt-3,29,main.txt,81,
3,24,intcomp.txt-3,90,swap.txt,52,
3,24,intcomp.txt-3,30,main.txt,89,
3,24,intcomp.txt-3,91,ascending.txt,6,
3,24,intcomp.txt-3,51,main.txt,69,
3,24,intcomp.txt-3,64,main.txt,85,
3,24,intcomp.txt-3,68,partition.txt,74,
3,24,intcomp.txt-3,24,insertionsneeded.txt,56,
3,24,intcomp.txt-3,08,main.txt,88,
3,24,intcomp.txt-3,81,main.txt,87,
3,24,intcomp.txt-3,35,main.txt,88,
3,24,intcomp.txt-3,55,main.txt,87,
3,87,min.txt-3,41,func.txt,90,
3,87,min.txt-3,25,partition.txt,62,
3,87,min.txt-3,29,main.txt,84,
3,87,min.txt-3,90,swap.txt,49,
3,87,min.txt-3,30,main.txt,91,
3,87,min.txt-3,91,ascending.txt,48,
3,87,min.txt-3,51,main.txt,63,
3,87,min.txt-3,64,main.txt,87,
3,87,min.txt-3,68,partition.txt,77,
3,87,min.txt-3,24,insertionsneeded.txt,59,
3,87,min.txt-3,08,main.txt,89,
3,87,min.txt-3,81,main.txt,89,
3,87,min.txt-3,35,main.txt,90,
3,87,min.txt-3,55,main.txt,89,
3,87,min.txt-3,24,intcomp.txt,47,
3,28,main.txt-3,41,func.txt,59,
3,28,main.txt-3,25,partition.txt,87,
3,28,main.txt-3,29,main.txt,68,
3,28,main.txt-3,90,swap.txt,95,
3,28,main.txt-3,30,main.txt,41,
3,28,main.txt-3,91,ascending.txt,92,
3,28,main.txt-3,51,main.txt,91,
3,28,main.txt-3,64,main.txt,61,
3,28,main.txt-3,68,partition.txt,77,
3,28,main.txt-3,24,insertionsneeded.txt,88,
3,28,main.txt-3,08,main.txt,50,
3,28,main.txt-3,81,main.txt,53,
